arrival time, event type, event id, label, parent arrival time, nof offsprings, offsprings <type>,offsprings <id>
0.000000,2,0,1,-1,292,1,0,1,1,1,2,1,3,1,4,1,5,1,6,1,7,1,8,1,9,1,10,1,11,1,12,1,13,1,15,0,6,0,7,1,21,1,25,1,26,1,27,1,28,1,29,1,31,1,32,1,33,1,35,1,36,1,37,1,38,1,39,0,10,0,11,0,12,0,13,1,48,0,15,1,50,1,51,1,52,1,58,1,59,1,60,1,61,1,62,1,63,1,65,1,66,1,67,1,68,0,21,1,69,1,70,1,72,1,74,0,22,0,23,0,24,1,88,1,91,1,92,1,93,1,94,1,95,1,97,1,100,1,103,1,105,1,106,1,107,1,108,1,109,1,114,1,115,1,117,1,118,1,119,1,120,1,121,1,122,1,123,1,124,0,37,1,129,1,131,1,132,1,137,1,139,0,44,0,45,0,46,1,145,1,148,1,149,0,48,0,49,1,151,1,152,1,153,1,155,1,156,1,160,1,161,1,163,1,164,1,165,1,166,1,167,1,169,1,170,1,172,1,173,1,174,1,175,1,178,1,179,1,180,1,181,1,183,1,185,1,186,1,187,1,188,1,189,1,190,1,192,0,59,1,197,1,200,1,201,1,204,1,207,0,62,0,63,0,65,0,67,0,68,0,69,1,216,1,217,1,219,1,220,1,221,1,222,0,73,0,74,0,76,0,77,0,78,0,79,1,234,1,235,1,237,1,238,1,239,1,240,1,241,1,244,1,245,1,249,1,250,0,87,1,252,1,253,0,89,0,90,1,254,1,255,1,256,1,257,1,258,1,260,1,261,1,263,1,264,1,266,1,267,0,97,0,98,0,99,0,102,1,269,1,270,1,271,1,275,1,276,1,277,1,278,1,279,1,280,0,104,0,105
168.221392,1,0,1,0.000000,0
260.186316,1,1,1,0.000000,0
324.672757,1,2,1,0.000000,0
436.897520,1,3,1,0.000000,0
471.062179,1,4,1,0.000000,0
688.000106,1,5,1,0.000000,0
751.742788,1,6,1,0.000000,0
763.920788,1,7,1,0.000000,0
924.916578,1,8,1,0.000000,0
934.851373,1,9,1,0.000000,0
1080.251038,1,10,1,0.000000,0
1341.356219,1,11,1,0.000000,0
1357.797397,1,12,1,0.000000,0
1589.186332,1,13,1,0.000000,1,1,14
1601.880539,1,14,1,1589.186332,0
1603.793235,1,15,1,0.000000,1,1,16
1609.664905,1,16,1,1603.793235,0
1801.758389,0,6,1,0.000000,0
1862.227535,0,7,1,0.000000,1,0,8
1862.731197,0,8,1,1862.227535,0
2044.943827,1,21,1,0.000000,1,1,22
2071.300355,1,22,1,2044.943827,1,1,23
2071.478593,1,23,1,2071.300355,1,1,24
2073.687077,1,24,1,2071.478593,0
2111.668981,1,25,1,0.000000,0
2251.844686,1,26,1,0.000000,0
2326.255076,1,27,1,0.000000,0
2363.587894,1,28,1,0.000000,0
2471.518005,1,29,1,0.000000,1,1,30
2492.714052,1,30,1,2471.518005,0
2590.197573,1,31,1,0.000000,0
2676.745833,1,32,1,0.000000,0
2690.582617,1,33,1,0.000000,1,1,34
2706.944053,1,34,1,2690.582617,0
2742.989339,1,35,1,0.000000,0
2762.149245,1,36,1,0.000000,0
2803.119581,1,37,1,0.000000,0
2810.026805,1,38,1,0.000000,0
2880.342326,1,39,1,0.000000,0
3198.032223,0,10,1,0.000000,0
3221.325370,0,11,1,0.000000,0
3371.884185,0,12,1,0.000000,0
3488.406153,0,13,1,0.000000,0
3672.215100,1,48,1,0.000000,1,1,49
3677.957542,1,49,1,3672.215100,0
3927.138297,0,15,1,0.000000,0
4074.933155,1,50,1,0.000000,0
4158.717658,1,51,1,0.000000,0
4205.816370,1,52,1,0.000000,2,1,53,1,57
4207.728398,1,53,1,4205.816370,1,1,54
4208.970268,1,54,1,4207.728398,2,1,55,1,56
4216.301691,1,55,1,4208.970268,0
4226.664575,1,57,1,4205.816370,0
4233.755000,1,58,1,0.000000,0
4239.726486,1,56,1,4208.970268,0
4308.620344,1,59,1,0.000000,1
4429.863883,1,60,1,0.000000,0
4468.908601,1,61,1,0.000000,0
4487.532137,1,62,1,0.000000,0
4489.398916,1,63,1,0.000000,1,1,64
4497.748666,1,64,1,4489.398916,0
4508.262336,1,65,1,0.000000,0
4553.830888,1,66,1,0.000000,0
4627.237427,1,67,1,0.000000,0
4639.144339,1,68,1,0.000000,0
5012.766451,0,21,1,0.000000,0
5166.093844,1,69,1,0.000000,0
5173.730569,1,70,1,0.000000,1,1,71
5202.417218,1,72,1,0.000000,1,1,73
5207.120894,1,71,1,5173.730569,0
5213.472276,1,74,1,0.000000,1,1,75
5213.549781,1,73,1,5202.417218,0
5244.700259,1,75,1,5213.472276,0
5545.563876,0,22,1,0.000000,0
5598.649896,0,23,1,0.000000,0
5708.144565,0,24,1,0.000000,0
5929.782361,1,88,1,0.000000,2,1,89,1,90
5935.541328,1,91,1,0.000000,0
5937.316921,1,89,1,5929.782361,0
5953.037043,1,90,1,5929.782361,0
5973.455956,1,92,1,0.000000,0
6143.748175,1,93,1,0.000000,0
6176.344260,1,94,1,0.000000,0
6402.228307,1,95,1,0.000000,1,1,96
6421.063058,1,96,1,6402.228307,0
6584.933966,1,97,1,0.000000,1,1,98
6603.373525,1,98,1,6584.933966,1,1,99
6605.911847,1,99,1,6603.373525,0
6803.277427,1,100,1,0.000000,2,1,101,1,102
6805.763324,1,101,1,6803.277427,0
6808.979995,1,102,1,6803.277427,0
6847.167995,1,103,1,0.000000,1,1,104
6870.136626,1,104,1,6847.167995,0
7039.282576,1,105,1,0.000000,0
7116.695127,1,106,1,0.000000,0
7149.519894,1,107,1,0.000000,0
7212.625381,1,108,1,0.000000,0
7242.639979,1,109,1,0.000000,2,1,110,1,113
7252.935723,1,110,1,7242.639979,1,1,111
7262.691316,1,113,1,7242.639979,0
7304.824738,1,111,1,7252.935723,1,1,112
7313.621849,1,112,1,7304.824738,0
7577.532815,1,114,1,0.000000,0
7658.944313,1,115,1,0.000000,1,1,116
7661.375309,1,116,1,7658.944313,0
7845.761873,1,117,1,0.000000,0
7888.310956,1,118,1,0.000000,0
7938.708478,1,119,1,0.000000,0
8133.261073,1,120,1,0.000000,0
8142.822503,1,121,1,0.000000,0
8207.251663,1,122,1,0.000000,0
8351.657320,1,123,1,0.000000,0
8459.386532,1,124,1,0.000000,0
8653.389840,0,37,1,0.000000,0
8890.996887,1,129,1,0.000000,1,1,130
8893.806586,1,130,1,8890.996887,0
8952.991567,1,131,1,0.000000,0
9003.538164,1,132,1,0.000000,2,1,133
9007.957571,1,133,1,9003.538164,1,1,134
9015.023283,1,134,1,9007.957571,1,1,135
9118.812547,1,135,1,9015.023283,1,1,136
9162.298840,1,136,1,9118.812547,0
9326.321371,1,137,1,0.000000,1,1,138
9332.575038,1,138,1,9326.321371,0
9472.936067,1,139,1,0.000000,0
9641.099240,0,44,1,0.000000,0
9756.473140,0,45,1,0.000000,0
9856.842572,0,46,1,0.000000,0
10012.241060,1,145,1,0.000000,1,1,146
10015.625580,1,146,1,10012.241060,1,1,147
10055.194510,1,147,1,10015.625580,0
10215.692324,1,148,1,0.000000,0
10234.068497,1,149,1,0.000000,0
10479.169544,0,48,1,0.000000,0
10573.177201,0,49,1,0.000000,0
10738.916753,1,151,1,0.000000,0
10909.856295,1,152,1,0.000000,0
10976.654780,1,153,1,0.000000,1,1,154
11004.941828,1,154,1,10976.654780,0
11143.268799,1,155,1,0.000000,0
11225.335512,1,156,1,0.000000,1,1,157
11234.689648,1,157,1,11225.335512,1,1,158
11235.519786,1,158,1,11234.689648,1,1,159
11243.713371,1,159,1,11235.519786,0
11295.983446,1,160,1,0.000000,0
11316.538948,1,161,1,0.000000,1,1,162
11334.302736,1,162,1,11316.538948,0
11399.208008,1,163,1,0.000000,0
11679.774547,1,164,1,0.000000,0
11723.934586,1,165,1,0.000000,0
11733.472613,1,166,1,0.000000,0
11810.942365,1,167,1,0.000000,1,1,168
11821.201651,1,168,1,11810.942365,0
11859.708487,1,169,1,0.000000,0
11883.426653,1,170,1,0.000000,1,1,171
11899.407790,1,171,1,11883.426653,0
11910.723297,1,172,1,0.000000,0
11956.451063,1,173,1,0.000000,0
12009.762921,1,174,1,0.000000,0
12020.439806,1,175,1,0.000000,1,1,176
