x,p_0
-0.000143326,0.000245625
-0.000142049,0.000313736
-0.000140771,0.000399907
-0.000139494,0.000508697
-0.000138217,0.00064575
-0.00013694,0.000818039
-0.000135663,0.00103417
-0.000134386,0.00130471
-0.000133108,0.00164264
-0.000131831,0.00206387
-0.000130554,0.00258778
-0.000129277,0.00323804
-0.000128,0.0040434
-0.000126723,0.00503874
-0.000125445,0.00626626
-0.000124168,0.00777688
-0.000122891,0.00963198
-0.000121614,0.0119053
-0.000120337,0.0146851
-0.00011906,0.018077
-0.000117782,0.0222072
-0.000116505,0.0272256
-0.000115228,0.0333103
-0.000113951,0.0406721
-0.000112674,0.0495603
-0.000111397,0.0602686
-0.000110119,0.0731424
-0.000108842,0.0885868
-0.000107565,0.107076
-0.000106288,0.129163
-0.000105011,0.155492
-0.000103734,0.186813
-0.000102456,0.223991
-0.000101179,0.26803
-9.99021e-05,0.320085
-9.8625e-05,0.381486
-9.73478e-05,0.453757
-9.60707e-05,0.538643
-9.47935e-05,0.638137
-9.35163e-05,0.754507
-9.22392e-05,0.890327
-9.0962e-05,1.04852
-8.96848e-05,1.23237
-8.84077e-05,1.4456
-8.71305e-05,1.69239
-8.58533e-05,1.97742
-8.45762e-05,2.30591
-8.3299e-05,2.68371
-8.20219e-05,3.11731
-8.07447e-05,3.6139
-7.94675e-05,4.18146
-7.81904e-05,4.82876
-7.69132e-05,5.56547
-7.5636e-05,6.40219
-7.43589e-05,7.35053
-7.30817e-05,8.42313
-7.18046e-05,9.63377
-7.05274e-05,10.9974
-6.92502e-05,12.5301
-6.79731e-05,14.2493
-6.66959e-05,16.1738
-6.54187e-05,18.3236
-6.41416e-05,20.7201
-6.28644e-05,23.3861
-6.15872e-05,26.346
-6.03101e-05,29.6253
-5.90329e-05,33.2512
-5.77558e-05,37.2519
-5.64786e-05,41.6575
-5.52014e-05,46.4989
-5.39243e-05,51.8085
-5.26471e-05,57.6198
-5.13699e-05,63.9675
-5.00928e-05,70.8871
-4.88156e-05,78.415
-4.75385e-05,86.5885
-4.62613e-05,95.4451
-4.49841e-05,105.023
-4.3707e-05,115.36
-4.24298e-05,126.496
-4.11526e-05,138.467
-3.98755e-05,151.312
-3.85983e-05,165.067
-3.73211e-05,179.769
-3.6044e-05,195.452
-3.47668e-05,212.15
-3.34897e-05,229.895
-3.22125e-05,248.717
-3.09353e-05,268.643
-2.96582e-05,289.699
-2.8381e-05,311.907
-2.71038e-05,335.287
-2.58267e-05,359.857
-2.45495e-05,385.629
-2.32724e-05,412.613
-2.19952e-05,440.817
-2.0718e-05,470.242
-1.94409e-05,500.888
-1.81637e-05,532.75
-1.68865e-05,565.818
-1.56094e-05,600.08
-1.43322e-05,635.519
-1.3055e-05,672.114
-1.17779e-05,709.84
-1.05007e-05,748.669
-9.22356e-06,788.569
-7.94639e-06,829.503
-6.66923e-06,871.433
-5.39207e-06,914.316
-4.1149e-06,958.108
-2.83774e-06,1002.76
-1.56058e-06,1048.22
-2.83413e-07,1094.43
9.93751e-07,1141.35
2.27091e-06,1188.91
3.54808e-06,1237.06
4.82524e-06,1285.73
6.1024e-06,1334.87
7.37957e-06,1384.41
8.65673e-06,1434.3
9.93389e-06,1484.46
1.12111e-05,1534.84
1.24882e-05,1585.37
1.37654e-05,1635.99
1.50425e-05,1686.64
1.63197e-05,1737.26
1.75969e-05,1787.79
1.8874e-05,1838.16
2.01512e-05,1888.33
2.14284e-05,1938.22
2.27055e-05,1987.79
2.39827e-05,2036.99
2.52599e-05,2085.74
2.6537e-05,2134.01
2.78142e-05,2181.75
2.90913e-05,2228.9
3.03685e-05,2275.41
3.16457e-05,2321.25
3.29228e-05,2366.36
3.42e-05,2410.7
3.54772e-05,2454.24
3.67543e-05,2496.93
3.80315e-05,2538.74
3.93086e-05,2579.63
4.05858e-05,2619.58
4.1863e-05,2658.53
4.31401e-05,2696.49
4.44173e-05,2733.4
4.56945e-05,2769.26
4.69716e-05,2804.04
4.82488e-05,2837.72
4.9526e-05,2870.28
5.08031e-05,2901.72
5.20803e-05,2932.02
5.33574e-05,2961.18
5.46346e-05,2989.18
5.59118e-05,3016.03
5.71889e-05,3041.74
5.84661e-05,3066.29
5.97433e-05,3089.7
6.10204e-05,3111.98
6.22976e-05,3133.14
6.35747e-05,3153.19
6.48519e-05,3172.15
6.61291e-05,3190.04
6.74062e-05,3206.87
6.86834e-05,3222.68
6.99606e-05,3237.48
7.12377e-05,3251.31
7.25149e-05,3264.18
7.37921e-05,3276.13
7.50692e-05,3287.18
7.63464e-05,3297.38
7.76235e-05,3306.74
7.89007e-05,3315.29
8.01779e-05,3323.07
8.1455e-05,3330.12
8.27322e-05,3336.45
8.40094e-05,3342.09
8.52865e-05,3347.09
8.65637e-05,3351.45
8.78408e-05,3355.22
8.9118e-05,3358.41
9.03952e-05,3361.05
9.16723e-05,3363.16
9.29495e-05,3364.76
9.42267e-05,3365.87
9.55038e-05,3366.52
9.6781e-05,3366.71
9.80582e-05,3366.46
9.93353e-05,3365.78
0.000100612,3364.69
0.00010189,3363.19
0.000103167,3361.29
0.000104444,3359.01
0.000105721,3356.34
0.000106998,3353.29
0.000108275,3349.87
0.000109553,3346.07
0.00011083,3341.91
0.000112107,3337.38
0.000113384,3332.48
0.000114661,3327.21
0.000115938,3321.58
0.000117216,3315.58
0.000118493,3309.22
0.00011977,3302.49
