x,p_x,mode_x,mode_p_x,mean_x,mean_p_x
-16.4501,6.36951e-08,6.95812,0.032347,22.7767,0.0103995
-16.3249,7.51065e-08
-16.1998,8.84624e-08
-16.0746,1.04076e-07
-15.9494,1.22307e-07
-15.8242,1.4357e-07
-15.699,1.6834e-07
-15.5739,1.97162e-07
-15.4487,2.30658e-07
-15.3235,2.69541e-07
-15.1983,3.14626e-07
-15.0732,3.66839e-07
-14.948,4.27236e-07
-14.8228,4.9702e-07
-14.6976,5.77553e-07
-14.5724,6.70383e-07
-14.4473,7.7726e-07
-14.3221,9.00169e-07
-14.1969,1.04135e-06
-14.0717,1.20332e-06
-13.9466,1.38893e-06
-13.8214,1.60137e-06
-13.6962,1.84425e-06
-13.571,2.1216e-06
-13.4458,2.43794e-06
-13.3207,2.79832e-06
-13.1955,3.20839e-06
-13.0703,3.67446e-06
-12.9451,4.20355e-06
-12.82,4.80348e-06
-12.6948,5.48293e-06
-12.5696,6.25154e-06
-12.4444,7.11999e-06
-12.3192,8.10009e-06
-12.1941,9.20491e-06
-12.0689,1.04488e-05
-11.9437,1.18477e-05
-11.8185,1.34191e-05
-11.6934,1.5182e-05
-11.5682,1.71577e-05
-11.443,1.9369e-05
-11.3178,2.18413e-05
-11.1926,2.4602e-05
-11.0675,2.76812e-05
-10.9423,3.11116e-05
-10.8171,3.49288e-05
-10.6919,3.91712e-05
-10.5668,4.38809e-05
-10.4416,4.91031e-05
-10.3164,5.48868e-05
-10.1912,6.12847e-05
-10.066,6.83538e-05
-9.94087,7.61552e-05
-9.81569,8.47548e-05
-9.69052,9.42231e-05
-9.56534,0.000104635
-9.44016,0.000116072
-9.31498,0.00012862
-9.18981,0.000142371
-9.06463,0.000157421
-8.93945,0.000173875
-8.81427,0.000191841
-8.68909,0.000211437
-8.56392,0.000232785
-8.43874,0.000256014
-8.31356,0.000281259
-8.18838,0.000308665
-8.06321,0.000338379
-7.93803,0.00037056
-7.81285,0.00040537
-7.68767,0.000442981
-7.5625,0.000483569
-7.43732,0.000527319
-7.31214,0.000574422
-7.18696,0.000625075
-7.06178,0.00067948
-6.93661,0.000737849
-6.81143,0.000800395
-6.68625,0.000867338
-6.56107,0.000938904
-6.4359,0.00101532
-6.31072,0.00109683
-6.18554,0.00118365
-6.06036,0.00127603
-5.93519,0.00137422
-5.81001,0.00147844
-5.68483,0.00158895
-5.55965,0.00170599
-5.43447,0.00182979
-5.3093,0.00196059
-5.18412,0.00209863
-5.05894,0.00224414
-4.93376,0.00239734
-4.80859,0.00255845
-4.68341,0.00272767
-4.55823,0.00290522
-4.43305,0.00309129
-4.30787,0.00328604
-4.1827,0.00348966
-4.05752,0.00370229
-3.93234,0.00392409
-3.80716,0.00415517
-3.68199,0.00439564
-3.55681,0.00464559
-3.43163,0.00490511
-3.30645,0.00517423
-3.18128,0.00545301
-3.0561,0.00574143
-2.93092,0.00603951
-2.80574,0.0063472
-2.68056,0.00666445
-2.55539,0.00699118
-2.43021,0.00732729
-2.30503,0.00767265
-2.17985,0.00802712
-2.05468,0.00839051
-1.9295,0.00876262
-1.80432,0.00914323
-1.67914,0.0095321
-1.55397,0.00992895
-1.42879,0.0103335
-1.30361,0.0107454
-1.17843,0.0111643
-1.05325,0.0115899
-0.928077,0.0120218
-0.802899,0.0124596
-0.677722,0.0129028
-0.552544,0.0133511
-0.427366,0.0138039
-0.302189,0.0142609
-0.177011,0.0147215
-0.0518332,0.0151853
0.0733445,0.0156517
0.198522,0.0161203
0.3237,0.0165905
0.448878,0.0170618
0.574055,0.0175336
0.699233,0.0180055
0.824411,0.0184769
0.949588,0.0189473
1.07477,0.0194162
1.19994,0.019883
1.32512,0.0203471
1.4503,0.0208082
1.57548,0.0212656
1.70065,0.0217189
1.82583,0.0221676
1.95101,0.0226112
2.07619,0.0230492
2.20137,0.0234811
2.32654,0.0239066
2.45172,0.0243251
2.5769,0.0247363
2.70208,0.0251397
2.82725,0.0255349
2.95243,0.0259216
3.07761,0.0262994
3.20279,0.026668
3.32796,0.027027
3.45314,0.027376
3.57832,0.0277149
3.7035,0.0280433
3.82868,0.0283609
3.95385,0.0286675
4.07903,0.0289629
4.20421,0.0292468
4.32939,0.0295191
4.45456,0.0297794
4.57974,0.0300278
4.70492,0.030264
4.8301,0.0304878
4.95527,0.0306992
5.08045,0.030898
5.20563,0.0310842
5.33081,0.0312577
5.45599,0.0314183
5.58116,0.0315661
