x,p_0
-0.00102164,3.57287e-06
-0.000994889,4.31806e-06
-0.000968141,5.21009e-06
-0.000941394,6.27604e-06
-0.000914647,7.54766e-06
-0.000887899,9.062e-06
-0.000861152,1.08623e-05
-0.000834404,1.29988e-05
-0.000807657,1.55301e-05
-0.000780909,1.85237e-05
-0.000754162,2.20582e-05
-0.000727415,2.62239e-05
-0.000700667,3.11252e-05
-0.00067392,3.68819e-05
-0.000647172,4.36317e-05
-0.000620425,5.15321e-05
-0.000593678,6.07634e-05
-0.00056693,7.15309e-05
-0.000540183,8.40686e-05
-0.000513435,9.86421e-05
-0.000486688,0.000115553
-0.000459941,0.000135141
-0.000433193,0.000157792
-0.000406446,0.000183938
-0.000379698,0.000214068
-0.000352951,0.000248726
-0.000326204,0.000288524
-0.000299456,0.000334145
-0.000272709,0.00038635
-0.000245961,0.000445986
-0.000219214,0.000513989
-0.000192466,0.000591402
-0.000165719,0.00067937
-0.000138972,0.000779159
-0.000112224,0.000892161
-8.54769e-05,0.0010199
-5.87294e-05,0.00116405
-3.1982e-05,0.00132643
-5.23462e-06,0.00150903
2.15128e-05,0.00171401
4.82602e-05,0.00194371
7.50076e-05,0.00220067
0.000101755,0.00248761
0.000128502,0.00280748
0.00015525,0.00316343
0.000181997,0.00355886
0.000208745,0.00399737
0.000235492,0.00448282
0.000262239,0.00501929
0.000288987,0.00561112
0.000315734,0.00626292
0.000342482,0.00697949
0.000369229,0.00776595
0.000395977,0.00862761
0.000422724,0.00957007
0.000449471,0.0105991
0.000476219,0.0117209
0.000502966,0.0129415
0.000529714,0.0142676
0.000556461,0.0157059
0.000583208,0.0172631
0.000609956,0.0189465
0.000636703,0.0207631
0.000663451,0.0227204
0.000690198,0.0248259
0.000716945,0.0270871
0.000743693,0.0295117
0.00077044,0.0321076
0.000797188,0.0348825
0.000823935,0.0378442
0.000850682,0.0410006
0.00087743,0.0443596
0.000904177,0.047929
0.000930925,0.0517168
0.000957672,0.0557307
0.00098442,0.0599787
0.00101117,0.0644685
0.00103791,0.069208
0.00106466,0.0742052
0.00109141,0.079468
0.00111816,0.0850045
0.0011449,0.090823
0.00117165,0.096932
0.0011984,0.10334
0.00122515,0.110057
0.00125189,0.117092
0.00127864,0.124455
0.00130539,0.132157
0.00133214,0.14021
0.00135888,0.148626
0.00138563,0.157421
0.00141238,0.166608
0.00143913,0.176205
0.00146587,0.186229
0.00149262,0.196703
0.00151937,0.207647
0.00154612,0.219088
0.00157286,0.231053
0.00159961,0.243574
0.00162636,0.256683
0.0016531,0.270419
