x,p_0
0.000517978,2.81788e-05
0.000521578,3.44544e-05
0.000525178,4.20492e-05
0.000528777,5.12231e-05
0.000532377,6.22827e-05
0.000535977,7.55899e-05
0.000539577,9.15699e-05
0.000543177,0.000110723
0.000546777,0.000133633
0.000550377,0.000160986
0.000553976,0.000193578
0.000557576,0.000232337
0.000561176,0.000278341
0.000564776,0.000332837
0.000568376,0.000397265
0.000571976,0.000473288
0.000575576,0.000562818
0.000579175,0.000668046
0.000582775,0.000791484
0.000586375,0.000935998
0.000589975,0.00110486
0.000593575,0.00130177
0.000597175,0.00153095
0.000600775,0.00179716
0.000604374,0.00210578
0.000607974,0.00246285
0.000611574,0.00287518
0.000615174,0.00335036
0.000618774,0.00389691
0.000622374,0.00452429
0.000625974,0.00524305
0.000629573,0.00606486
0.000633173,0.00700264
0.000636773,0.00807063
0.000640373,0.00928452
0.000643973,0.0106615
0.000647573,0.0122204
0.000651173,0.0139817
0.000654772,0.0159678
0.000658372,0.0182028
0.000661972,0.0207131
0.000665572,0.023527
0.000669172,0.0266748
0.000672772,0.0301892
0.000676372,0.0341051
0.000679971,0.0384597
0.000683571,0.0432925
0.000687171,0.0486454
0.000690771,0.0545625
0.000694371,0.0610904
0.000697971,0.0682778
0.000701571,0.0761756
0.00070517,0.0848369
0.00070877,0.0943167
0.00071237,0.104672
0.00071597,0.115961
0.00071957,0.128243
0.00072317,0.14158
0.00072677,0.156034
0.000730369,0.171668
0.000733969,0.188546
0.000737569,0.206729
0.000741169,0.226282
0.000744769,0.247267
0.000748369,0.269745
0.000751969,0.293776
0.000755569,0.319419
0.000759168,0.34673
0.000762768,0.375762
0.000766368,0.406567
0.000769968,0.439191
0.000773568,0.473678
0.000777168,0.510069
0.000780768,0.548399
0.000784367,0.588698
0.000787967,0.630995
0.000791567,0.675309
0.000795167,0.721659
0.000798767,0.770055
0.000802367,0.820505
0.000805967,0.873011
0.000809566,0.927569
0.000813166,0.984171
0.000816766,1.04281
0.000820366,1.10346
0.000823966,1.16611
0.000827566,1.23073
0.000831166,1.2973
0.000834765,1.3658
0.000838365,1.43618
0.000841965,1.50843
0.000845565,1.5825
0.000849165,1.65838
0.000852765,1.73603
0.000856365,1.81543
0.000859964,1.89654
0.000863564,1.97935
0.000867164,2.06384
0.000870764,2.15001
0.000874364,2.23783
0.000877964,2.32731
0.000881564,2.41845
0.000885163,2.51128
0.000888763,2.6058
0.000892363,2.70204
0.000895963,2.80005
0.000899563,2.89986
0.000903163,3.00153
0.000906763,3.10513
0.000910362,3.21073
0.000913962,3.31841
0.000917562,3.42828
0.000921162,3.54042
0.000924762,3.65497
0.000928362,3.77204
0.000931962,3.89177
0.000935561,4.01431
0.000939161,4.13982
0.000942761,4.26848
0.000946361,4.40045
0.000949961,4.53594
0.000953561,4.67516
0.000957161,4.81831
0.00096076,4.96564
0.00096436,5.11737
0.00096796,5.27377
0.00097156,5.43511
0.00097516,5.60166
0.00097876,5.77371
0.00098236,5.95157
0.000985959,6.13557
0.000989559,6.32602
0.000993159,6.52328
0.000996759,6.72771
0.00100036,6.93966
0.00100396,7.15951
0.00100756,7.38766
0.00101116,7.62451
0.00101476,7.87046
0.00101836,8.12592
0.00102196,8.39131
0.00102556,8.66705
0.00102916,8.95357
0.00103276,9.25128
0.00103636,9.5606
0.00103996,9.88196
0.00104356,10.2157
