x,p_0
-0.000153415,0.000235014
-0.000152155,0.000294087
-0.000150896,0.000367365
-0.000149636,0.000458099
-0.000148376,0.000570245
-0.000147116,0.000708606
-0.000145857,0.000879003
-0.000144597,0.00108847
-0.000143337,0.00134551
-0.000142077,0.00166036
-0.000140818,0.00204531
-0.000139558,0.00251513
-0.000138298,0.00308751
-0.000137039,0.00378356
-0.000135779,0.00462849
-0.000134519,0.00565229
-0.000133259,0.00689061
-0.000132,0.0083857
-0.00013074,0.0101875
-0.00012948,0.0123552
-0.000128221,0.0149582
-0.000126961,0.0180784
-0.000125701,0.0218119
-0.000124441,0.0262712
-0.000123182,0.0315877
-0.000121922,0.037915
-0.000120662,0.0454317
-0.000119403,0.0543454
-0.000118143,0.0648968
-0.000116883,0.0773645
-0.000115623,0.09207
-0.000114364,0.109384
-0.000113104,0.129733
-0.000111844,0.153606
-0.000110585,0.181564
-0.000109325,0.214247
-0.000108065,0.252385
-0.000106805,0.296809
-0.000105546,0.348464
-0.000104286,0.408421
-0.000103026,0.477888
-0.000101767,0.558232
-0.000100507,0.650992
-9.92471e-05,0.757895
-9.79874e-05,0.88088
-9.67277e-05,1.02212
-9.5468e-05,1.18402
-9.42082e-05,1.3693
-9.29485e-05,1.58095
-9.16888e-05,1.8223
-9.04291e-05,2.09702
-8.91694e-05,2.40919
-8.79097e-05,2.76328
-8.66499e-05,3.16423
-8.53902e-05,3.61742
-8.41305e-05,4.12879
-8.28708e-05,4.70479
-8.16111e-05,5.35244
-8.03514e-05,6.0794
-7.90916e-05,6.89397
-7.78319e-05,7.80511
-7.65722e-05,8.82249
-7.53125e-05,9.95656
-7.40528e-05,11.2185
-7.2793e-05,12.6203
-7.15333e-05,14.1748
-7.02736e-05,15.8957
-6.90139e-05,17.7975
-6.77542e-05,19.8957
-6.64945e-05,22.2065
-6.52347e-05,24.7472
-6.3975e-05,27.5359
-6.27153e-05,30.5917
-6.14556e-05,33.9344
-6.01959e-05,37.585
-5.89362e-05,41.5649
-5.76764e-05,45.8968
-5.64167e-05,50.6038
-5.5157e-05,55.71
-5.38973e-05,61.24
-5.26376e-05,67.2192
-5.13779e-05,73.6734
-5.01181e-05,80.6289
-4.88584e-05,88.1125
-4.75987e-05,96.1513
-4.6339e-05,104.772
-4.50793e-05,114.003
-4.38196e-05,123.871
-4.25598e-05,134.404
-4.13001e-05,145.627
-4.00404e-05,157.568
-3.87807e-05,170.253
-3.7521e-05,183.707
-3.62613e-05,197.956
-3.50015e-05,213.021
-3.37418e-05,228.927
-3.24821e-05,245.695
-3.12224e-05,263.345
-2.99627e-05,281.895
-2.87029e-05,301.363
-2.74432e-05,321.765
-2.61835e-05,343.113
-2.49238e-05,365.421
-2.36641e-05,388.697
-2.24044e-05,412.951
-2.11446e-05,438.186
-1.98849e-05,464.408
-1.86252e-05,491.617
-1.73655e-05,519.812
-1.61058e-05,548.99
-1.48461e-05,579.145
-1.35863e-05,610.27
-1.23266e-05,642.354
-1.10669e-05,675.385
-9.80719e-06,709.348
-8.54748e-06,744.226
-7.28776e-06,780
-6.02804e-06,816.649
-4.76832e-06,854.149
-3.50861e-06,892.476
-2.24889e-06,931.602
-9.89173e-07,971.498
2.70544e-07,1012.14
1.53026e-06,1053.48
2.78998e-06,1095.5
4.0497e-06,1138.16
5.30941e-06,1181.42
6.56913e-06,1225.25
7.82885e-06,1269.6
9.08856e-06,1314.45
1.03483e-05,1359.74
1.1608e-05,1405.43
1.28677e-05,1451.49
1.41274e-05,1497.87
1.53872e-05,1544.53
1.66469e-05,1591.43
1.79066e-05,1638.52
1.91663e-05,1685.75
2.0426e-05,1733.08
2.16857e-05,1780.47
2.29455e-05,1827.87
2.42052e-05,1875.23
2.54649e-05,1922.52
2.67246e-05,1969.68
2.79843e-05,2016.66
2.9244e-05,2063.43
3.05038e-05,2109.94
3.17635e-05,2156.14
3.30232e-05,2201.99
3.42829e-05,2247.44
3.55426e-05,2292.45
3.68023e-05,2336.98
3.80621e-05,2380.97
3.93218e-05,2424.39
4.05815e-05,2467.2
4.18412e-05,2509.35
4.31009e-05,2550.81
4.43606e-05,2591.53
4.56204e-05,2631.47
4.68801e-05,2670.6
4.81398e-05,2708.88
4.93995e-05,2746.28
5.06592e-05,2782.76
5.19189e-05,2818.29
5.31787e-05,2852.83
5.44384e-05,2886.37
5.56981e-05,2918.88
5.69578e-05,2950.32
5.82175e-05,2980.68
