x,p_0
-1215.05,2.71389e-11
-1200.88,4.186e-11
-1186.71,6.40961e-11
-1172.53,9.7433e-11
-1158.36,1.47041e-10
-1144.19,2.20317e-10
-1130.02,3.27758e-10
-1115.84,4.84143e-10
-1101.67,7.10118e-10
-1087.5,1.0343e-09
-1073.33,1.49605e-09
-1059.15,2.14908e-09
-1044.98,3.06617e-09
-1030.81,4.34515e-09
-1016.64,6.1166e-09
-1002.46,8.55353e-09
-988.291,1.18836e-08
-974.119,1.64042e-08
-959.946,2.25012e-08
-945.774,3.06725e-08
-931.601,4.15556e-08
-917.429,5.59629e-08
-903.256,7.49228e-08
-889.084,9.97312e-08
-874.911,1.32012e-07
-860.739,1.73792e-07
-846.566,2.27587e-07
-832.394,2.96514e-07
-818.221,3.84416e-07
-804.049,4.96021e-07
-789.876,6.37127e-07
-775.704,8.14836e-07
-761.531,1.03782e-06
-747.359,1.31668e-06
-733.187,1.6643e-06
-719.014,2.09637e-06
-704.842,2.63196e-06
-690.669,3.29419e-06
-676.497,4.11107e-06
-662.324,5.11642e-06
-648.152,6.35104e-06
-633.979,7.8639e-06
-619.807,9.71367e-06
-605.634,1.19703e-05
-591.462,1.47167e-05
-577.289,1.80508e-05
-563.117,2.20875e-05
-548.944,2.69605e-05
-534.772,3.28246e-05
-520.599,3.98572e-05
-506.427,4.826e-05
-492.254,5.82602e-05
-478.082,7.01108e-05
-463.909,8.40907e-05
-449.737,0.000100503
-435.564,0.000119673
-421.392,0.000141945
-407.219,0.000167674
-393.047,0.000197225
-378.874,0.000230956
-364.702,0.000269216
-350.529,0.000312326
-336.357,0.000360571
-322.184,0.000414181
-308.012,0.000473318
-293.839,0.000538059
-279.667,0.000608382
-265.494,0.00068415
-251.322,0.000765098
-237.149,0.000850824
-222.977,0.000940781
-208.804,0.00103428
-194.632,0.00113047
-180.459,0.00122838
-166.287,0.0013269
-152.115,0.00142482
-137.942,0.00152082
-123.77,0.00161356
-109.597,0.00170163
-95.4246,0.00178366
-81.2521,0.00185829
-67.0796,0.00192427
-52.9071,0.00198045
-38.7346,0.00202583
-24.5621,0.00205959
-10.3896,0.00208113
3.78284,0.00209006
17.9553,0.00208623
32.1278,0.00206973
46.3003,0.00204089
60.4728,0.00200028
74.6453,0.00194865
88.8178,0.00188697
102.99,0.00181634
117.163,0.00173799
131.335,0.00165326
145.508,0.0015635
159.68,0.0014701
173.853,0.00137443
188.025,0.00127778
202.198,0.00118138
216.37,0.00108636
230.543,0.000993702
244.715,0.000904273
258.888,0.000818785
273.06,0.000737808
287.233,0.000661765
301.405,0.000590945
315.578,0.000525507
329.75,0.000465497
343.923,0.000410859
358.095,0.000361455
372.268,0.000317074
386.44,0.000277452
400.612,0.000242287
414.785,0.000211249
428.957,0.000183996
443.13,0.000160182
457.302,0.000139464
471.475,0.000121514
485.647,0.000106017
499.82,9.26809e-05
513.992,8.12371e-05
528.165,7.14399e-05
542.337,6.30682e-05
556.51,5.5925e-05
570.682,4.98359e-05
584.855,4.46479e-05
599.027,4.02274e-05
613.2,3.64589e-05
627.372,3.32426e-05
641.545,3.04925e-05
655.717,2.81354e-05
669.89,2.61086e-05
684.062,2.43585e-05
698.235,2.28401e-05
712.407,2.15147e-05
726.58,2.03502e-05
740.752,1.93191e-05
754.925,1.83989e-05
769.097,1.75705e-05
783.27,1.68185e-05
797.442,1.61301e-05
811.615,1.54951e-05
825.787,1.49055e-05
839.96,1.4355e-05
854.132,1.38387e-05
868.305,1.3353e-05
882.477,1.28954e-05
896.65,1.24638e-05
910.822,1.2057e-05
924.995,1.1674e-05
939.167,1.1314e-05
953.34,1.09765e-05
967.512,1.06608e-05
981.684,1.03666e-05
995.857,1.00933e-05
1010.03,9.84038e-06
1024.2,9.60734e-06
1038.37,9.39371e-06
1052.55,9.19913e-06
1066.72,9.02329e-06
1080.89,8.86603e-06
1095.06,8.72733e-06
1109.24,8.60724e-06
1123.41,8.50596e-06
1137.58,8.4237e-06
1151.75,8.36069e-06
1165.93,8.31705e-06
1180.1,8.29277e-06
1194.27,8.28758e-06
1208.44,8.3009e-06
1222.62,8.33176e-06
1236.79,8.37876e-06
1250.96,8.44e-06
1265.13,8.51312e-06
1279.31,8.59528e-06
1293.48,8.68325e-06
1307.65,8.77341e-06
1321.82,8.86194e-06
1336,8.94485e-06
1350.17,9.0182e-06
1364.34,9.07815e-06
1378.51,9.1212e-06
1392.69,9.14426e-06
1406.86,9.1448e-06
1421.03,9.12096e-06
1435.2,9.07163e-06
1449.38,8.99652e-06
1463.55,8.89613e-06
1477.72,8.77181e-06
1491.89,8.62563e-06
1506.07,8.46036e-06
1520.24,8.27936e-06
1534.41,8.0864e-06
1548.58,7.88557e-06
1562.76,7.68113e-06
1576.93,7.47727e-06
1591.1,7.27807e-06
1605.27,7.08726e-06
1619.45,6.90817e-06
1633.62,6.74357e-06
1647.79,6.59562e-06
1661.96,6.4658e-06
1676.14,6.3549e-06
1690.31,6.26301e-06
1704.48,6.18955e-06
1718.65,6.13333e-06
1732.83,6.09261e-06
1747,6.06519e-06
1761.17,6.04852e-06
1775.34,6.03981e-06
1789.52,6.03612e-06
1803.69,6.0345e-06
1817.86,6.03211e-06
1832.03,6.02627e-06
1846.21,6.0146e-06
1860.38,5.99508e-06
1874.55,5.96609e-06
1888.72,5.92649e-06
1902.9,5.87558e-06
1917.07,5.81318e-06
1931.24,5.73953e-06
1945.41,5.65534e-06
1959.59,5.56166e-06
1973.76,5.45988e-06
1987.93,5.35164e-06
2002.1,5.23874e-06
2016.28,5.12306e-06
2030.45,5.00654e-06
2044.62,4.89101e-06
2058.79,4.77823e-06
