nof_samples,trace_0
1,0.0225382
2,0.0225382
3,0.0225382
4,0.0225382
5,0.0225382
6,0.0225382
7,0.0225382
8,0.0225382
9,0.0225382
10,0.0225382
11,0.0225382
12,0.0289928
13,0.0289928
14,0.0289928
15,0.0289928
16,0.0289928
17,0.0289928
18,0.0289928
19,0.0289928
20,0.0289928
21,0.0289928
22,0.0289928
23,0.0289928
24,0.0289928
25,0.0289928
26,0.0289928
27,0.0289928
28,0.0289928
29,0.0289928
30,0.0289928
31,0.0289928
32,0.0289928
33,0.0289928
34,0.0289928
35,0.0188106
36,0.0188106
37,0.0188106
38,0.0188106
39,0.0183302
40,0.0183302
41,0.0183302
42,0.0183302
43,0.0183302
44,0.0183302
45,0.0183302
46,0.0183302
47,0.0183302
48,0.0183302
49,0.020086
50,0.020086
51,0.020086
52,0.020086
53,0.020086
54,0.020086
55,0.020086
56,0.020086
57,0.020086
58,0.020086
59,0.020086
60,0.020086
61,0.0273302
62,0.0273302
63,0.0273302
64,0.0273302
65,0.0273302
66,0.0273302
67,0.0273302
68,0.0273302
69,0.0273302
70,0.0273302
71,0.0273302
72,0.0273302
73,0.0273302
74,0.0273302
75,0.0240978
76,0.0240978
77,0.0240978
78,0.0240978
79,0.0240978
80,0.0240978
81,0.0240978
82,0.0240978
83,0.0240978
84,0.0240978
85,0.0240978
86,0.0240978
87,0.0240978
88,0.020107
89,0.020107
90,0.0193017
91,0.0193017
92,0.0193017
93,0.0193017
94,0.0193017
95,0.0193017
96,0.0193017
97,0.0193017
98,0.0193017
99,0.0193017
100,0.0193017
101,0.0193017
102,0.0284045
103,0.0284045
104,0.0284045
105,0.0284045
106,0.0284045
107,0.0284045
108,0.0284045
109,0.0284045
110,0.0284045
111,0.0284045
112,0.0300094
113,0.0300094
114,0.0300094
115,0.0300094
116,0.0300094
117,0.0300094
118,0.0300094
119,0.0300094
120,0.0219639
121,0.0219639
122,0.0219639
123,0.0219639
124,0.0219639
125,0.0219639
126,0.0219639
127,0.0219639
128,0.0219639
129,0.020835
130,0.020835
131,0.020835
132,0.020835
133,0.020835
134,0.0186157
135,0.0183069
136,0.0183069
137,0.0183069
138,0.0183069
139,0.0183069
140,0.0183069
141,0.0183069
142,0.0183069
143,0.0183069
144,0.0183069
