x,p_0
-12.504,3.31197e-09
-12.4169,4.00781e-09
-12.3298,4.8438e-09
-12.2427,5.84689e-09
-12.1556,7.04893e-09
-12.0686,8.48752e-09
-11.9815,1.0207e-08
-11.8944,1.22596e-08
-11.8073,1.47067e-08
-11.7202,1.76204e-08
-11.6331,2.10851e-08
-11.5461,2.51998e-08
-11.459,3.00801e-08
-11.3719,3.58611e-08
-11.2848,4.27002e-08
-11.1977,5.07807e-08
-11.1107,6.03156e-08
-11.0236,7.15523e-08
-10.9365,8.47775e-08
-10.8494,1.00323e-07
-10.7623,1.18573e-07
-10.6752,1.39969e-07
-10.5882,1.65023e-07
-10.5011,1.94322e-07
-10.414,2.2854e-07
-10.3269,2.68454e-07
-10.2398,3.1495e-07
-10.1528,3.69046e-07
-10.0657,4.31902e-07
-9.97859,5.04843e-07
-9.89151,5.89379e-07
-9.80443,6.87227e-07
-9.71734,8.00339e-07
-9.63026,9.30928e-07
-9.54318,1.0815e-06
-9.4561,1.25489e-06
-9.36902,1.4543e-06
-9.28194,1.68335e-06
-9.19485,1.94609e-06
-9.10777,2.24711e-06
-9.02069,2.59153e-06
-8.93361,2.9851e-06
-8.84653,3.43427e-06
-8.75945,3.94624e-06
-8.67236,4.52904e-06
-8.58528,5.19161e-06
-8.4982,5.94392e-06
-8.41112,6.79703e-06
-8.32404,7.7632e-06
-8.23695,8.85602e-06
-8.14987,1.00905e-05
-8.06279,1.14833e-05
-7.97571,1.30526e-05
-7.88863,1.48186e-05
-7.80155,1.68034e-05
-7.71446,1.90312e-05
-7.62738,2.15286e-05
-7.5403,2.43248e-05
-7.45322,2.74513e-05
-7.36614,3.0943e-05
-7.27906,3.48373e-05
-7.19197,3.91753e-05
-7.10489,4.40013e-05
-7.01781,4.93635e-05
-6.93073,5.53139e-05
-6.84365,6.19085e-05
-6.75657,6.92081e-05
-6.66948,7.72776e-05
-6.5824,8.6187e-05
-6.49532,9.60114e-05
-6.40824,0.000106831
-6.32116,0.000118732
-6.23407,0.000131805
-6.14699,0.000146149
-6.05991,0.000161866
-5.97283,0.000179067
-5.88575,0.000197869
-5.79867,0.000218394
-5.71158,0.000240772
-5.6245,0.000265142
-5.53742,0.000291646
-5.45034,0.000320436
-5.36326,0.000351671
-5.27618,0.000385516
-5.18909,0.000422144
-5.10201,0.000461735
-5.01493,0.000504476
-4.92785,0.000550561
-4.84077,0.000600191
-4.75369,0.000653575
-4.6666,0.000710924
-4.57952,0.000772461
-4.49244,0.00083841
-4.40536,0.000909003
-4.31828,0.000984476
-4.23119,0.00106507
-4.14411,0.00115103
-4.05703,0.0012426
-3.96995,0.00134004
-3.88287,0.0014436
-3.79579,0.00155353
-3.7087,0.00167008
-3.62162,0.00179353
-3.53454,0.00192411
-3.44746,0.00206209
-3.36038,0.00220772
-3.2733,0.00236123
-3.18621,0.00252289
-3.09913,0.00269293
-3.01205,0.00287158
-2.92497,0.00305907
-2.83789,0.00325562
-2.7508,0.00346144
-2.66372,0.00367674
-2.57664,0.00390171
-2.48956,0.00413652
-2.40248,0.00438135
-2.3154,0.00463637
-2.22831,0.0049017
-2.14123,0.00517749
-2.05415,0.00546385
-1.96707,0.00576088
-1.87999,0.00606868
-1.79291,0.0063873
-1.70582,0.00671681
-1.61874,0.00705724
-1.53166,0.00740861
-1.44458,0.00777094
-1.3575,0.00814419
-1.27042,0.00852835
-1.18333,0.00892336
-1.09625,0.00932916
-1.00917,0.00974565
-0.922088,0.0101727
-0.835007,0.0106103
-0.747925,0.0110582
-0.660843,0.0115163
-0.573761,0.0119844
-0.48668,0.0124622
-0.399598,0.0129497
-0.312516,0.0134466
-0.225434,0.0139526
-0.138353,0.0144674
-0.0512709,0.0149909
0.0358108,0.0155226
0.122893,0.0160623
0.209974,0.0166096
0.297056,0.0171643
0.384138,0.0177259
0.47122,0.018294
0.558301,0.0188683
0.645383,0.0194484
0.732465,0.0200338
0.819547,0.020624
0.906628,0.0212187
0.99371,0.0218173
1.08079,0.0224193
1.16787,0.0230243
1.25496,0.0236316
1.34204,0.0242408
1.42912,0.0248513
1.5162,0.0254625
1.60328,0.0260739
1.69036,0.0266848
1.77745,0.0272945
1.86453,0.0279026
1.95161,0.0285083
2.03869,0.0291109
2.12577,0.0297098
2.21285,0.0303043
2.29994,0.0308938
2.38702,0.0314775
2.4741,0.0320547
2.56118,0.0326247
2.64826,0.0331868
2.73534,0.0337402
2.82243,0.0342843
2.90951,0.0348184
2.99659,0.0353417
3.08367,0.0358535
3.17075,0.0363532
3.25784,0.03684
3.34492,0.0373132
3.432,0.0377723
3.51908,0.0382166
3.60616,0.0386454
3.69324,0.0390582
3.78033,0.0394543
3.86741,0.0398334
3.95449,0.0401947
4.04157,0.0405379
4.12865,0.0408626
4.21573,0.0411682
4.30282,0.0414545
4.3899,0.0417211
4.47698,0.0419676
4.56406,0.042194
4.65114,0.0423999
4.73822,0.0425853
4.82531,0.04275
4.91239,0.0428939
4.99947,0.043017
5.08655,0.0431194
5.17363,0.0432012
5.26072,0.0432624
5.3478,0.0433033
5.43488,0.043324
5.52196,0.0433249
5.60904,0.0433063
5.69612,0.0432684
5.78321,0.0432117
5.87029,0.0431366
5.95737,0.0430437
6.04445,0.0429333
6.13153,0.042806
6.21861,0.0426624
6.3057,0.042503
6.39278,0.0423286
6.47986,0.0421396
6.56694,0.0419369
6.65402,0.0417209
6.74111,0.0414925
6.82819,0.0412524
6.91527,0.0410011
7.00235,0.0407395
7.08943,0.0404682
7.17651,0.040188
7.2636,0.0398995
7.35068,0.0396035
7.43776,0.0393007
7.52484,0.0389917
7.61192,0.0386772
7.699,0.038358
7.78609,0.0380346
7.87317,0.0377076
7.96025,0.0373778
8.04733,0.0370456
8.13441,0.0367118
8.22149,0.0363767
8.30858,0.036041
8.39566,0.0357052
8.48274,0.0353697
8.56982,0.035035
8.6569,0.0347016
8.74399,0.0343699
8.83107,0.0340403
8.91815,0.0337131
9.00523,0.0333887
9.09231,0.0330675
9.17939,0.0327496
9.26648,0.0324355
9.35356,0.0321254
9.44064,0.0318195
9.52772,0.031518
9.6148,0.0312212
9.70188,0.0309292
9.78897,0.0306423
9.87605,0.0303604
9.96313,0.0300839
10.0502,0.0298127
10.1373,0.0295471
10.2244,0.0292871
10.3115,0.0290327
10.3985,0.0287841
10.4856,0.0285413
10.5727,0.0283043
10.6598,0.0280732
10.7469,0.027848
10.8339,0.0276288
10.921,0.0274154
11.0081,0.027208
11.0952,0.0270064
11.1823,0.0268108
11.2694,0.026621
11.3564,0.026437
11.4435,0.0262588
11.5306,0.0260863
11.6177,0.0259196
11.7048,0.0257584
11.7918,0.0256028
11.8789,0.0254527
11.966,0.0253079
12.0531,0.0251685
12.1402,0.0250344
12.2273,0.0249053
12.3143,0.0247813
12.4014,0.0246623
12.4885,0.024548
12.5756,0.0244385
12.6627,0.0243335
12.7497,0.024233
12.8368,0.0241369
12.9239,0.0240449
13.011,0.023957
13.0981,0.0238731
13.1852,0.0237929
13.2722,0.0237164
13.3593,0.0236433
13.4464,0.0235737
13.5335,0.0235072
13.6206,0.0234437
13.7076,0.0233832
13.7947,0.0233254
13.8818,0.0232701
13.9689,0.0232173
14.056,0.0231668
14.1431,0.0231184
14.2301,0.023072
14.3172,0.0230273
14.4043,0.0229844
14.4914,0.0229431
14.5785,0.0229031
14.6655,0.0228644
14.7526,0.0228268
14.8397,0.0227903
14.9268,0.0227547
15.0139,0.0227198
15.101,0.0226856
15.188,0.022652
15.2751,0.0226189
15.3622,0.0225861
15.4493,0.0225537
15.5364,0.0225214
15.6234,0.0224894
15.7105,0.0224574
15.7976,0.0224255
15.8847,0.0223936
15.9718,0.0223616
16.0589,0.0223295
16.1459,0.0222974
16.233,0.0222651
16.3201,0.0222327
16.4072,0.0222001
16.4943,0.0221674
16.5813,0.0221345
16.6684,0.0221016
16.7555,0.0220685
16.8426,0.0220353
16.9297,0.022002
17.0168,0.0219688
17.1038,0.0219355
17.1909,0.0219022
17.278,0.0218691
17.3651,0.0218361
17.4522,0.0218032
17.5392,0.0217705
17.6263,0.0217381
17.7134,0.021706
17.8005,0.0216743
17.8876,0.021643
17.9746,0.0216121
18.0617,0.0215818
18.1488,0.021552
18.2359,0.0215227
18.323,0.0214941
18.4101,0.0214662
18.4971,0.021439
18.5842,0.0214126
18.6713,0.0213869
18.7584,0.021362
18.8455,0.0213379
18.9325,0.0213146
19.0196,0.0212922
19.1067,0.0212707
19.1938,0.0212501
19.2809,0.0212303
19.368,0.0212113
19.455,0.0211933
19.5421,0.021176
19.6292,0.0211597
19.7163,0.0211441
19.8034,0.0211293
19.8904,0.0211152
19.9775,0.0211019
20.0646,0.0210892
20.1517,0.0210772
20.2388,0.0210658
20.3259,0.021055
20.4129,0.0210447
20.5,0.0210348
20.5871,0.0210253
20.6742,0.0210162
20.7613,0.0210074
20.8483,0.0209988
20.9354,0.0209903
21.0225,0.020982
21.1096,0.0209738
21.1967,0.0209655
21.2838,0.0209571
21.3708,0.0209487
21.4579,0.02094
21.545,0.0209311
21.6321,0.0209219
21.7192,0.0209123
21.8062,0.0209023
21.8933,0.0208918
21.9804,0.0208808
22.0675,0.0208693
22.1546,0.0208571
22.2417,0.0208443
22.3287,0.0208307
22.4158,0.0208164
22.5029,0.0208013
22.59,0.0207854
22.6771,0.0207687
22.7641,0.020751
22.8512,0.0207325
22.9383,0.0207131
23.0254,0.0206927
23.1125,0.0206713
23.1996,0.0206489
23.2866,0.0206256
23.3737,0.0206013
23.4608,0.0205759
23.5479,0.0205496
23.635,0.0205223
23.722,0.0204939
23.8091,0.0204646
23.8962,0.0204343
23.9833,0.020403
24.0704,0.0203708
24.1575,0.0203377
24.2445,0.0203036
24.3316,0.0202687
24.4187,0.0202329
24.5058,0.0201963
24.5929,0.020159
24.6799,0.0201209
24.767,0.0200821
24.8541,0.0200426
24.9412,0.0200025
25.0283,0.0199619
25.1154,0.0199208
25.2024,0.0198792
25.2895,0.0198372
25.3766,0.019795
25.4637,0.0197524
25.5508,0.0197097
25.6378,0.0196668
25.7249,0.0196238
25.812,0.0195809
25.8991,0.019538
25.9862,0.0194953
26.0733,0.0194529
26.1603,0.0194107
26.2474,0.0193689
26.3345,0.0193275
26.4216,0.0192867
26.5087,0.0192464
26.5957,0.0192067
26.6828,0.0191678
26.7699,0.0191297
26.857,0.0190924
26.9441,0.019056
27.0312,0.0190205
27.1182,0.018986
27.2053,0.0189525
27.2924,0.0189201
27.3795,0.0188888
27.4666,0.0188586
27.5536,0.0188296
27.6407,0.0188016
27.7278,0.0187749
27.8149,0.0187492
27.902,0.0187248
27.9891,0.0187014
28.0761,0.0186791
28.1632,0.0186578
28.2503,0.0186375
28.3374,0.0186182
28.4245,0.0185998
28.5115,0.0185821
28.5986,0.0185652
28.6857,0.018549
28.7728,0.0185333
28.8599,0.0185181
28.9469,0.0185033
29.034,0.0184887
29.1211,0.0184742
29.2082,0.0184597
29.2953,0.0184451
29.3824,0.0184302
29.4694,0.018415
29.5565,0.0183992
29.6436,0.0183827
29.7307,0.0183654
29.8178,0.0183471
29.9048,0.0183278
29.9919,0.0183071
30.079,0.0182851
30.1661,0.0182615
30.2532,0.0182362
30.3403,0.0182091
30.4273,0.0181801
30.5144,0.0181489
30.6015,0.0181156
30.6886,0.0180799
30.7757,0.0180417
30.8627,0.018001
30.9498,0.0179577
31.0369,0.0179116
31.124,0.0178627
31.2111,0.0178109
31.2982,0.0177562
31.3852,0.0176984
31.4723,0.0176376
31.5594,0.0175736
31.6465,0.0175066
31.7336,0.0174364
31.8206,0.0173631
31.9077,0.0172866
31.9948,0.0172071
32.0819,0.0171244
32.169,0.0170387
32.2561,0.0169501
32.3431,0.0168584
32.4302,0.016764
32.5173,0.0166667
32.6044,0.0165668
32.6915,0.0164642
32.7785,0.0163592
32.8656,0.0162518
32.9527,0.0161421
33.0398,0.0160303
33.1269,0.0159166
33.214,0.015801
33.301,0.0156837
33.3881,0.0155649
33.4752,0.0154446
33.5623,0.0153232
33.6494,0.0152007
33.7364,0.0150772
33.8235,0.0149531
33.9106,0.0148283
33.9977,0.0147031
34.0848,0.0145777
34.1719,0.0144521
34.2589,0.0143267
34.346,0.0142014
34.4331,0.0140764
34.5202,0.013952
34.6073,0.0138282
34.6943,0.0137051
34.7814,0.0135829
34.8685,0.0134618
34.9556,0.0133417
35.0427,0.0132228
35.1298,0.0131053
35.2168,0.0129891
35.3039,0.0128744
35.391,0.0127612
35.4781,0.0126496
35.5652,0.0125396
35.6522,0.0124314
35.7393,0.0123248
35.8264,0.01222
35.9135,0.0121169
36.0006,0.0120156
36.0877,0.011916
36.1747,0.0118182
36.2618,0.0117221
36.3489,0.0116277
36.436,0.011535
36.5231,0.011444
36.6101,0.0113546
36.6972,0.0112667
36.7843,0.0111804
