x,p_0
-0.0839509,2.94101e-06
-0.0830328,3.89245e-06
-0.0821148,5.13769e-06
-0.0811967,6.76287e-06
-0.0802787,8.87795e-06
-0.0793606,1.16229e-05
-0.0784426,1.51752e-05
-0.0775245,1.97595e-05
-0.0766065,2.56588e-05
-0.0756885,3.32291e-05
-0.0747704,4.29163e-05
-0.0738524,5.52774e-05
-0.0729343,7.1006e-05
-0.0720163,9.0963e-05
-0.0710982,0.000116214
-0.0701802,0.000148073
-0.0692621,0.000188155
-0.0683441,0.000238442
-0.0674261,0.000301351
-0.066508,0.000379831
-0.06559,0.000477457
-0.0646719,0.000598557
-0.0637539,0.000748348
-0.0628358,0.000933106
-0.0619178,0.00116035
-0.0609997,0.00143904
-0.0600817,0.00177988
-0.0591637,0.00219553
-0.0582456,0.00270098
-0.0573276,0.00331387
-0.0564095,0.00405493
-0.0554915,0.00494843
-0.0545734,0.00602264
-0.0536554,0.00731043
-0.0527373,0.00884987
-0.0518193,0.0106849
-0.0509013,0.012866
-0.0499832,0.0154511
-0.0490652,0.0185061
-0.0481471,0.0221063
-0.0472291,0.0263367
-0.046311,0.0312934
-0.045393,0.0370845
-0.0444749,0.043831
-0.0435569,0.0516679
-0.0426389,0.0607452
-0.0417208,0.071229
-0.0408028,0.0833023
-0.0398847,0.097166
-0.0389667,0.11304
-0.0380486,0.131162
-0.0371306,0.151791
-0.0362125,0.175207
-0.0352945,0.201707
-0.0343765,0.231612
-0.0334584,0.26526
-0.0325404,0.303008
-0.0316223,0.345235
-0.0307043,0.39233
-0.0297862,0.444703
-0.0288682,0.502773
-0.0279501,0.56697
-0.0270321,0.637731
-0.0261141,0.715495
-0.025196,0.800702
-0.024278,0.893787
-0.0233599,0.995172
-0.0224419,1.10527
-0.0215238,1.22446
-0.0206058,1.35312
-0.0196877,1.49157
-0.0187697,1.64009
-0.0178517,1.79895
-0.0169336,1.96833
-0.0160156,2.14838
-0.0150975,2.33916
-0.0141795,2.54068
-0.0132614,2.75288
-0.0123434,2.97562
-0.0114253,3.20865
-0.0105073,3.45169
-0.00958925,3.70431
-0.00867121,3.96604
-0.00775316,4.23629
-0.00683512,4.5144
-0.00591707,4.7996
-0.00499903,5.09106
-0.00408098,5.38786
-0.00316294,5.689
-0.00224489,5.99341
-0.00132685,6.29995
-0.000408805,6.60745
0.00050924,6.91467
0.00142728,7.22035
0.00234533,7.52317
0.00326337,7.82185
0.00418142,8.11506
0.00509946,8.4015
0.00601751,8.67988
0.00693555,8.94895
0.0078536,9.20749
0.00877164,9.45433
0.00968969,9.68839
0.0106077,9.90863
0.0115258,10.1141
0.0124438,10.304
0.0133619,10.4775
0.0142799,10.634
0.015198,10.7729
0.016116,10.8938
0.017034,10.9964
0.0179521,11.0805
0.0188701,11.1459
0.0197882,11.1928
0.0207062,11.2211
0.0216243,11.2313
0.0225423,11.2235
0.0234604,11.1983
0.0243784,11.1562
0.0252964,11.0978
0.0262145,11.0237
0.0271325,10.9348
0.0280506,10.8319
0.0289686,10.7158
0.0298867,10.5875
0.0308047,10.4478
0.0317228,10.2978
0.0326408,10.1385
0.0335588,9.97085
0.0344769,9.79583
0.0353949,9.61444
0.036313,9.42766
0.037231,9.23643
0.0381491,9.04169
0.0390671,8.84432
0.0399852,8.64517
0.0409032,8.44506
0.0418212,8.24476
0.0427393,8.04497
0.0436573,7.84636
0.0445754,7.64956
0.0454934,7.45513
0.0464115,7.26357
0.0473295,7.07535
0.0482476,6.89088
0.0491656,6.7105
0.0500836,6.53452
0.0510017,6.3632
0.0519197,6.19676
0.0528378,6.03537
0.0537558,5.87915
0.0546739,5.72819
0.0555919,5.58255
0.05651,5.44227
0.057428,5.30732
0.058346,5.17768
0.0592641,5.0533
0.0601821,4.93409
0.0611002,4.81997
0.0620182,4.71083
0.0629363,4.60653
0.0638543,4.50695
0.0647724,4.41193
0.0656904,4.32134
0.0666084,4.23501
0.0675265,4.15278
0.0684445,4.07448
0.0693626,3.99996
0.0702806,3.92903
0.0711987,3.86154
0.0721167,3.79732
0.0730348,3.73621
0.0739528,3.67805
0.0748708,3.62266
0.0757889,3.56991
0.0767069,3.51963
0.077625,3.47167
0.078543,3.42589
0.0794611,3.38213
0.0803791,3.34026
0.0812972,3.30014
0.0822152,3.26163
0.0831332,3.2246
0.0840513,3.18892
0.0849693,3.15445
0.0858874,3.12107
0.0868054,3.08867
0.0877235,3.05711
0.0886415,3.02629
0.0895596,2.99609
0.0904776,2.96639
0.0913956,2.93709
0.0923137,2.9081
0.0932317,2.8793
0.0941498,2.85061
0.0950678,2.82194
0.0959859,2.7932
0.0969039,2.76431
0.097822,2.73522
0.09874,2.70584
0.099658,2.67613
0.100576,2.64604
0.101494,2.61553
0.102412,2.58457
0.10333,2.55313
0.104248,2.5212
0.105166,2.48878
0.106084,2.45587
0.107002,2.42248
0.10792,2.38864
0.108838,2.35438
0.109757,2.31974
0.110675,2.28475
0.111593,2.24948
0.112511,2.21398
0.113429,2.17832
0.114347,2.14256
0.115265,2.10679
0.116183,2.07106
0.117101,2.03546
0.118019,2.00007
0.118937,1.96495
0.119855,1.9302
0.120773,1.89588
0.121691,1.86207
0.122609,1.82882
0.123527,1.79621
0.124445,1.7643
0.125363,1.73314
0.126281,1.70277
0.127199,1.67324
0.128117,1.64459
0.129035,1.61685
0.129954,1.59004
0.130872,1.56418
0.13179,1.53929
0.132708,1.51536
0.133626,1.49242
0.134544,1.47045
0.135462,1.44945
