nof_samples,trace_0
1,0.151488
2,0.151488
3,0.151488
4,0.151488
5,0.151488
6,0.151488
7,0.151488
8,0.151488
9,0.151488
10,0.151488
11,0.151488
12,0.151488
13,0.151488
14,0.151488
15,0.151488
16,0.151488
17,0.151488
18,0.151488
19,0.151488
20,0.151488
21,0.151488
22,0.151488
23,0.151488
24,0.151488
25,0.151488
26,0.151488
27,0.151488
28,0.151488
29,0.151488
30,0.151488
31,0.151488
32,0.151488
33,0.141651
34,0.141651
35,0.141651
36,0.141651
37,0.141651
38,0.141651
39,0.141651
40,0.141651
41,0.141651
42,0.141651
43,0.141651
44,0.141651
45,0.141651
46,0.141651
47,0.141651
48,0.141651
49,0.141651
50,0.141651
51,0.141651
52,0.141651
53,0.141651
54,0.139754
55,0.139754
56,0.125516
57,0.125516
58,0.125516
59,0.119641
60,0.119641
61,0.119641
62,0.119641
63,0.119641
64,0.119641
65,0.119641
66,0.119641
67,0.119641
68,0.119641
69,0.119641
70,0.119641
71,0.119641
72,0.119641
73,0.119641
74,0.119641
75,0.119641
76,0.119641
77,0.119641
78,0.119641
79,0.119641
80,0.119641
81,0.119641
82,0.0824392
83,0.0824392
84,0.0824392
85,0.0824392
86,0.0824392
87,0.0824392
88,0.0824392
89,0.0824392
90,0.0824392
91,0.0824392
92,0.0824392
93,0.0824392
94,0.0824392
95,0.0824392
96,0.0824392
97,0.0824392
98,0.0824392
99,0.0824392
100,0.0824392
101,0.0824392
102,0.0824392
103,0.0824392
104,0.0824392
105,0.0633142
106,0.0633142
107,0.0633142
108,0.0633142
109,0.0633142
110,0.0633142
111,0.0633142
112,0.0633142
113,0.0633142
114,0.0633142
115,0.0633142
116,0.0633142
117,0.0633142
118,0.0633142
119,0.0633142
120,0.0633142
121,0.0633142
122,0.0633142
123,0.0633142
124,0.0633142
125,0.0633142
126,0.0633142
127,0.0633142
128,0.0633142
129,0.0633142
130,0.0633142
131,0.0633142
132,0.0633142
133,0.0633142
134,0.0633142
135,0.0527856
136,0.0527856
137,0.0527856
138,0.0527856
139,0.0527856
140,0.0527856
141,0.0527856
142,0.0527856
143,0.0527856
144,0.0527856
145,0.0527856
146,0.0527856
147,0.0527856
148,0.0527856
149,0.0527856
150,0.0527856
151,0.0527856
152,0.0527856
