mode likelihood,mean likelihood, true likelihood
-5.28161,-5.33611,-5.37421
-5.32804,-5.38268,-5.37421
-5.27825,-5.25865,-5.37421
-5.32317,-5.26976,-5.37421
-5.30755,-5.33673,-5.37421
-5.35905,-5.39037,-5.37421
-5.33221,-5.32316,-5.37421
-5.35424,-5.41122,-5.37421
-5.33616,-5.33934,-5.37421
-5.30569,-5.40009,-5.37421
-5.38154,-5.3769,-5.37421
-5.39313,-5.26772,-5.37421
-5.30225,-5.40801,-5.37421
-5.27174,-5.38774,-5.37421
-5.30222,-5.27479,-5.37421
-5.46507,-5.37547,-5.37421
-5.36373,-5.28416,-5.37421
-5.3233,-5.34325,-5.37421
-5.36109,-5.37432,-5.37421
-5.3899,-5.28605,-5.37421
-5.29466,-5.2783,-5.37421
-5.3331,-5.28934,-5.37421
-5.32094,-5.4053,-5.37421
-5.36043,-5.27785,-5.37421
-5.34395,-5.34074,-5.37421
-5.29924,-5.33055,-5.37421
-5.2871,-5.34797,-5.37421
-5.38181,-5.31843,-5.37421
-5.36684,-5.27258,-5.37421
-5.28151,-5.3013,-5.37421
-5.2317,-5.3642,-5.37421
-5.34708,-5.32742,-5.37421
-5.23711,-5.38812,-5.37421
-5.26227,-5.3464,-5.37421
-5.33181,-5.34995,-5.37421
-5.45359,-5.34246,-5.37421
-5.2793,-5.36796,-5.37421
-5.29105,-5.29209,-5.37421
-5.29273,-5.40526,-5.37421
-5.29378,-5.44616,-5.37421
-5.36061,-5.27822,-5.37421
-5.41347,-5.2462,-5.37421
-5.31226,-5.44832,-5.37421
-5.31358,-5.33504,-5.37421
-5.42474,-5.3498,-5.37421
-5.3511,-5.3402,-5.37421
-5.31965,-5.33254,-5.37421
-5.32931,-5.37743,-5.37421
-5.31305,-5.37128,-5.37421
-5.31176,-5.29433,-5.37421
-5.33277,-5.28786,-5.37421
-5.2709,-5.42993,-5.37421
-5.40737,-5.38895,-5.37421
-5.35038,-5.31225,-5.37421
-5.31031,-5.33816,-5.37421
-5.39879,-5.25167,-5.37421
-5.22683,-5.32354,-5.37421
-5.22973,-5.42307,-5.37421
-5.28488,-5.30717,-5.37421
-5.32371,-5.32183,-5.37421
-5.31954,-5.31269,-5.37421
-5.34039,-5.30496,-5.37421
-5.38515,-5.35575,-5.37421
-5.32685,-5.37357,-5.37421
-5.27995,-5.2896,-5.37421
-5.38616,-5.3182,-5.37421
-5.29812,-5.32256,-5.37421
-5.31833,-5.36916,-5.37421
-5.26178,-5.40667,-5.37421
-5.29154,-5.28744,-5.37421
-5.2365,-5.44093,-5.37421
-5.38612,-5.42174,-5.37421
-5.38868,-5.34002,-5.37421
-5.28026,-5.37806,-5.37421
-5.28302,-5.36477,-5.37421
-5.31216,-5.35015,-5.37421
-5.34234,-5.36205,-5.37421
-5.38808,-5.40197,-5.37421
-5.3701,-5.34556,-5.37421
-5.382,-5.33766,-5.37421
-5.36786,-5.2886,-5.37421
-5.34324,-5.29833,-5.37421
-5.386,-5.46676,-5.37421
-5.40654,-5.50844,-5.37421
-5.40887,-5.23544,-5.37421
-5.3064,-5.27129,-5.37421
-5.30768,-5.39239,-5.37421
-5.34008,-5.26933,-5.37421
-5.32791,-5.35046,-5.37421
-5.37965,-5.36843,-5.37421
-5.36213,-5.40756,-5.37421
-5.40905,-5.34815,-5.37421
-5.32468,-5.27344,-5.37421
-5.26357,-5.30139,-5.37421
-5.29914,-5.23403,-5.37421
-5.3001,-5.34615,-5.37421
-5.46912,-5.34541,-5.37421
-5.23384,-5.34136,-5.37421
-5.34739,-5.29912,-5.37421
-5.27329,-5.33144,-5.37421
-5.38509,-5.29105,-5.37421
-5.37689,-5.41927,-5.37421
-5.28135,-5.25466,-5.37421
-5.31158,-5.22504,-5.37421
-5.33989,-5.28449,-5.37421
-5.33318,-5.44123,-5.37421
-5.3044,-5.45899,-5.37421
-5.29996,-5.25458,-5.37421
-5.30295,-5.32596,-5.37421
-5.37489,-5.24891,-5.37421
-5.3897,-5.35055,-5.37421
-5.44559,-5.28569,-5.37421
-5.32988,-5.3579,-5.37421
-5.318,-5.31033,-5.37421
-5.28073,-5.36937,-5.37421
-5.33159,-5.34481,-5.37421
-5.42282,-5.4407,-5.37421
-5.35247,-5.3755,-5.37421
-5.29462,-5.26781,-5.37421
-5.33857,-5.39971,-5.37421
-5.30532,-5.38993,-5.37421
-5.39096,-5.40747,-5.37421
-5.38404,-5.352,-5.37421
-5.27734,-5.27806,-5.37421
-5.30354,-5.25579,-5.37421
-5.40599,-5.3771,-5.37421
-5.46032,-5.31089,-5.37421
-5.42959,-5.31335,-5.37421
-5.3111,-5.3256,-5.37421
-5.38211,-5.28962,-5.37421
-5.39288,-5.33453,-5.37421
-5.38444,-5.27265,-5.37421
-5.48209,-5.29072,-5.37421
-5.35664,-5.36208,-5.37421
-5.48723,-5.35213,-5.37421
-5.45579,-5.36497,-5.37421
-5.39746,-5.40435,-5.37421
-5.3977,-5.44144,-5.37421
-5.37699,-5.29473,-5.37421
-5.35867,-5.33809,-5.37421
-5.46198,-5.36974,-5.37421
-5.41556,-5.37172,-5.37421
-5.4069,-5.42444,-5.37421
-5.46466,-5.36244,-5.37421
-5.35486,-5.28038,-5.37421
-5.4271,-5.29865,-5.37421
-5.36368,-5.22903,-5.37421
-5.34714,-5.39943,-5.37421
-5.45543,-5.32613,-5.37421
-5.49334,-5.37589,-5.37421
-5.39872,-5.35644,-5.37421
-5.41052,-5.32779,-5.37421
-5.28009,-5.2774,-5.37421
-5.36814,-5.17994,-5.37421
-5.52964,-5.40329,-5.37421
-5.3801,-5.35546,-5.37421
-5.36434,-5.327,-5.37421
-5.41182,-5.35186,-5.37421
-5.43721,-5.39336,-5.37421
-5.43954,-5.38055,-5.37421
-5.36001,-5.31322,-5.37421
-5.30949,-5.3552,-5.37421
-5.39299,-5.37983,-5.37421
-5.41829,-5.40425,-5.37421
-5.34516,-5.2842,-5.37421
-5.38295,-5.34172,-5.37421
-5.34995,-5.35076,-5.37421
-5.33422,-5.49662,-5.37421
-5.33196,-5.40555,-5.37421
-5.35015,-5.2765,-5.37421
-5.34153,-5.313,-5.37421
-5.40868,-5.3228,-5.37421
-5.3754,-5.32275,-5.37421
-5.41647,-5.18652,-5.37421
-5.28453,-5.30913,-5.37421
-5.46817,-5.36164,-5.37421
-5.42268,-5.32544,-5.37421
-5.31383,-5.31245,-5.37421
-5.35211,-5.28426,-5.37421
-5.35571,-5.31348,-5.37421
-5.39017,-5.38371,-5.37421
-5.43528,-5.3177,-5.37421
-5.40567,-5.3884,-5.37421
-5.39611,-5.27155,-5.37421
-5.44329,-5.35886,-5.37421
-5.36133,-5.40531,-5.37421
-5.4266,-5.40351,-5.37421
-5.37389,-5.27948,-5.37421
-5.3736,-5.32966,-5.37421
-5.3294,-5.37667,-5.37421
-5.3589,-5.35525,-5.37421
-5.41297,-5.3218,-5.37421
-5.39203,-5.34332,-5.37421
-5.33103,-5.36079,-5.37421
-5.36563,-5.38467,-5.37421
-5.41579,-5.40958,-5.37421
-5.36709,-5.3825,-5.37421
-5.43784,-5.28207,-5.37421
-5.40337,-5.28537,-5.37421
-5.38523,-5.35393,-5.37421
-5.42212,-5.34442,-5.37421
-5.39219,-5.32303,-5.37421
-5.34555,-5.27747,-5.37421
-5.30605,-5.46838,-5.37421
-5.32136,-5.32871,-5.37421
-5.51891,-5.25369,-5.37421
-5.48408,-5.38168,-5.37421
-5.37867,-5.38557,-5.37421
-5.4656,-5.37043,-5.37421
-5.50485,-5.47121,-5.37421
-5.37873,-5.25403,-5.37421
-5.35765,-5.29348,-5.37421
-5.47383,-5.31644,-5.37421
-5.31803,-5.32386,-5.37421
-5.28028,-5.28369,-5.37421
-5.41167,-5.35201,-5.37421
-5.41177,-5.38887,-5.37421
-5.54889,-5.26657,-5.37421
-5.3685,-5.27673,-5.37421
-5.39739,-5.3874,-5.37421
-5.39448,-5.36828,-5.37421
-5.55184,-5.28831,-5.37421
-5.37829,-5.31027,-5.37421
-5.42459,-5.31925,-5.37421
-5.54161,-5.33387,-5.37421
-5.39274,-5.34137,-5.37421
-5.35296,-5.29107,-5.37421
-5.35185,-5.34623,-5.37421
-5.44551,-5.32014,-5.37421
-5.42585,-5.34891,-5.37421
-5.39208,-5.33452,-5.37421
-5.26812,-5.33666,-5.37421
-5.48989,-5.33877,-5.37421
-5.41923,-5.33718,-5.37421
