nof_samples,trace_0
1,9.32064
2,11.5155
3,12.746
4,13.5844
5,13.8706
6,15.0077
7,15.2198
8,15.1934
9,15.5116
10,16.7863
11,17.6291
12,17.7513
13,17.4831
14,17.1597
15,16.618
16,16.9346
17,16.895
18,16.7898
19,17.0563
20,17.4259
21,17.1935
22,17.6621
23,16.8609
24,17.0919
25,17.4255
26,17.5175
27,15.9933
28,14.2418
29,13.5744
30,13.5342
31,13.0236
32,12.0447
33,11.2801
34,10.4694
35,10.2885
36,10.1829
37,9.95983
38,9.96306
39,9.83165
40,9.96806
41,10.2225
42,9.88516
43,10.5962
44,11.1625
45,11.6742
46,12.338
47,12.5051
48,12.5302
49,12.6028
50,13.0053
51,12.9662
52,12.9967
53,12.4929
54,12.5509
55,12.8926
56,12.9642
57,13.2307
58,13.1924
59,9.97013
60,7.88946
61,6.5897
62,6.01933
63,7.00707
64,6.05995
65,6.7368
66,5.64931
67,8.3507
68,6.21393
69,5.54977
70,8.02902
71,6.02066
72,6.22771
73,5.38901
74,8.90974
75,9.37833
76,9.83741
77,9.97119
78,10.4901
79,10.3475
80,10.7203
81,10.9582
82,11.2226
83,11.3669
84,11.6702
85,11.7608
86,11.4733
87,11.7043
88,11.8363
89,11.6556
90,11.7518
91,11.7648
92,11.6387
93,11.7137
94,11.517
95,11.4243
96,11.5037
97,11.3476
98,11.2579
99,11.2846
100,11.3668
101,11.4422
102,11.5335
103,11.7727
104,11.4755
105,11.3004
106,8.8029
107,7.03291
108,7.59433
109,8.76844
110,7.00868
111,7.56862
112,8.18416
113,6.9668
114,7.98886
115,7.01494
116,7.78071
117,7.89658
118,7.27586
119,11.6973
120,14.965
121,17.5351
122,19.2853
123,19.9017
124,19.985
125,20.1146
126,20.0147
127,20.1992
128,20.3516
129,20.3892
130,14.8011
131,11.6321
132,9.29152
133,7.72224
134,6.77973
135,6.46107
136,6.75124
137,6.10852
138,7.80567
139,6.1023
140,7.20747
141,5.68444
142,7.07454
143,5.6978
144,6.67649
145,6.05928
146,5.93722
147,5.62124
148,5.23309
149,4.85791
150,6.92502
151,6.23101
152,5.80471
153,5.70978
154,5.24989
155,5.30279
156,5.33912
157,5.32916
158,5.06691
159,4.97735
160,5.41969
161,5.19243
162,3.89025
163,3.27414
164,2.47933
165,2.15459
166,1.76901
167,1.54218
168,1.55188
169,1.41225
170,1.41152
171,1.48982
172,1.38625
173,1.19122
174,1.07736
175,1.97838
176,2.43253
177,3.44388
178,3.56569
179,3.53455
180,3.98698
181,4.2374
182,4.19775
183,3.73077
184,3.89533
185,3.76815
186,4.10946
187,4.05238
188,4.11429
189,4.12345
190,4.15695
191,3.97214
192,3.16803
193,2.71018
194,2.91112
195,2.59312
196,2.43436
197,2.48968
198,2.21288
199,2.17119
200,2.19522
201,2.06186
202,2.01509
203,2.057
204,2.53322
205,2.18383
206,2.25879
207,2.06808
208,2.14175
209,1.93643
210,1.54887
211,1.40559
212,1.45779
213,1.87981
214,1.55099
215,2.02758
216,2.08832
217,2.24074
218,1.99435
219,1.66267
220,1.64899
221,1.65003
222,1.69761
223,1.74049
224,2.29757
225,3.1881
226,4.82598
227,7.0467
228,8.53035
229,9.63215
230,10.5668
231,10.8604
232,11.8358
233,12.0984
234,12.7646
235,13.2571
236,13.3234
237,13.3961
238,13.3917
239,13.2496
240,11.0812
241,8.95135
242,6.92305
243,9.89061
244,7.79934
245,6.07352
246,4.94091
247,5.39861
248,5.07269
249,5.60066
250,5.39593
251,5.64283
252,5.33306
253,5.02218
254,5.3554
255,5.5656
256,5.68592
257,5.81994
258,5.79905
259,5.70355
260,5.41312
261,5.44001
262,5.43585
263,5.06928
264,5.42064
265,5.38368
266,5.28399
267,5.2235
268,5.61792
269,5.63168
270,5.73238
271,5.6827
272,5.66993
273,6.66075
274,7.56306
275,8.04649
276,7.74267
277,7.81834
278,8.55683
279,8.7911
280,9.40644
281,9.89438
282,10.1334
283,10.167
284,10.2758
285,10.2787
286,10.2659
287,10.2109
288,10.0075
289,9.88959
290,9.88134
291,9.71734
292,9.70417
293,9.8625
294,9.9458
295,10.0857
296,9.94312
297,9.7901
298,9.8727
299,10.0068
300,9.66211
301,9.84478
302,9.75102
303,9.68919
304,9.6591
305,9.61297
306,9.59958
307,9.57486
308,9.5945
309,9.28127
310,9.08706
311,9.18373
312,8.91917
313,8.6637
314,8.72119
315,8.83006
316,9.02233
317,9.21029
318,9.07353
319,9.40886
320,9.47958
321,9.34072
322,9.36954
323,9.2837
324,9.23563
325,9.33563
326,9.35287
327,9.40039
328,9.55092
329,9.61434
330,9.54706
331,9.59513
332,9.55303
333,9.43843
334,9.3572
335,9.42507
336,9.51064
337,9.34259
338,9.26105
339,9.39513
340,9.59872
341,11.2166
342,12.293
343,13.3398
344,13.4164
345,12.999
346,13.146
347,13.9573
348,13.8031
349,14.4325
350,14.1647
351,14.2988
352,14.676
353,14.6649
354,14.6872
355,14.9866
356,14.275
357,13.6749
358,13.9068
359,14.8532
360,14.7561
361,15.5245
362,15.8587
363,16.0939
364,16.5007
365,16.4111
366,16.7491
367,16.7321
368,16.6092
369,16.6126
370,17.1628
371,17.1047
372,16.8734
373,15.1513
374,14.3953
375,12.9455
376,12.0455
377,11.6804
378,11.4694
379,11.3092
380,10.9801
381,10.8905
382,10.9763
383,11.2415
384,11.3375
385,11.1263
386,10.6454
387,10.512
388,10.4345
389,11.596
390,12.8489
391,14.8993
392,14.821
393,16.0742
394,13.117
395,14.8248
396,15.6926
397,13.1142
398,14.4003
399,15.7537
400,13.4097
401,14.8256
402,15.1156
403,13.2936
404,15.2599
405,15.2601
406,14.3656
407,13.8571
408,13.2513
409,12.8355
410,12.6216
411,12.5026
412,12.3187
413,12.0071
414,12.8835
415,12.9867
416,12.5558
417,12.3332
418,12.9576
419,12.5254
420,12.1942
421,12.2901
422,12.3098
423,12.002
424,11.9688
425,12.9025
426,13.3541
427,14.1364
428,14.3068
429,14.4875
430,14.702
431,14.767
432,14.6215
433,14.1221
434,13.9821
435,13.6481
436,14.941
437,15.6865
438,15.8017
439,15.9242
440,15.6954
441,15.6509
442,16.0855
443,16.1754
444,16.065
445,16.1047
446,15.983
447,16.6282
448,16.8821
449,17.0486
450,16.9177
451,13.4067
452,11.7955
453,10.7361
454,10.2913
455,9.3705
456,8.91605
457,9.01434
458,8.58592
459,8.52359
460,8.31986
461,8.09607
462,8.02932
463,7.22508
464,5.15737
465,4.0102
466,3.28816
467,3.4574
468,5.16435
469,6.74153
470,8.35081
471,9.93111
472,11.5366
473,12.4824
474,12.9256
475,13.4349
476,13.3388
477,13.2847
478,12.9397
479,12.9375
480,13.3331
481,13.5995
482,12.1838
483,11.192
484,10.6787
485,10.0817
486,9.62491
487,9.14466
488,9.09951
489,8.98285
490,8.99997
491,8.8222
492,8.40715
493,7.85229
494,7.30393
495,7.00311
496,7.34133
497,7.37391
498,7.60226
499,7.60043
500,7.34155
501,7.30683
502,6.83477
503,6.39133
504,6.10924
505,6.80114
506,6.92492
507,7.05241
508,7.06774
509,7.31966
510,7.27954
511,7.64541
512,9.58715
513,11.8335
514,13.1788
515,13.4949
516,14.349
517,14.1816
518,14.7055
519,14.712
520,14.7211
521,14.1403
522,14.0572
523,14.1753
524,14.39
525,14.4514
526,14.1803
527,14.4051
528,12.605
529,11.4019
530,10.8347
531,10.4689
532,10.0793
533,9.76363
534,9.64307
535,9.27786
536,8.93984
