nof_samples,trace_0
1,11.1065
2,11.2174
3,11.6249
4,11.6316
5,11.6008
6,11.6675
7,11.5942
8,11.5942
9,11.7055
10,11.9966
11,11.8368
12,11.9074
13,11.5988
14,11.3279
15,11.1806
16,11.4432
17,11.2681
18,11.2773
19,11.5881
20,11.1577
21,11.1508
22,11.1508
23,11.1772
24,11.2673
25,11.3368
26,11.3374
27,11.3374
28,11.3171
29,11.2689
30,11.1095
31,10.9625
32,10.9973
33,10.6013
34,10.953
35,11.1129
36,10.8289
37,11.0566
38,11.2449
39,11.2116
40,11.2749
41,10.8237
42,10.6446
43,11.1206
44,11.0378
45,10.723
46,10.3168
47,10.427
48,10.427
49,10.8039
50,10.8895
51,10.8895
52,10.6545
53,10.7016
54,10.7016
55,10.8264
56,10.9474
57,10.5761
58,10.5761
59,10.5761
60,10.5761
61,10.5761
62,10.4428
63,10.2602
64,10.3208
65,10.3201
66,10.2902
67,10.2902
68,10.0717
69,9.94572
70,9.88431
71,9.88088
72,9.88088
73,9.82701
74,9.88458
75,9.73468
76,10.1504
77,10.3256
78,10.3256
79,10.3689
80,10.3844
81,10.3495
82,10.6442
83,10.6681
84,10.6681
85,10.8527
86,11.2889
87,11.5122
88,11.559
89,12.0262
90,11.9387
91,12.1133
92,12.2507
93,12.2507
94,12.879
95,12.879
96,12.4762
97,12.641
98,13.1353
99,12.8736
100,13.025
101,12.8157
102,12.3794
103,11.9688
104,12.3509
105,12.2487
106,12.2823
107,12.2823
108,12.33
109,12.33
110,12.0773
111,11.6234
112,11.5381
113,11.3062
114,11.3062
115,11.216
116,10.9548
117,10.9548
118,10.9548
119,11.1628
120,11.5264
121,11.0296
122,11.3094
123,11.3094
124,11.2832
125,11.2832
126,10.5268
127,10.2761
128,10.2761
129,9.71707
130,9.70541
131,9.9596
132,10.019
133,9.56026
134,9.56026
135,9.19622
136,9.19622
137,9.19622
138,9.19622
139,9.24026
140,9.24026
141,9.25351
142,9.51075
143,9.65016
144,9.84584
145,9.84584
146,9.33293
147,9.14437
148,9.57904
149,10.0974
150,10.2545
151,10.168
152,10.3999
153,10.8876
154,10.2617
155,10.0325
156,10.0045
157,10.1633
158,10.1497
159,10.1819
160,10.2198
161,10.1905
162,9.61256
163,10.0491
164,9.93684
165,9.30056
166,9.00922
167,8.69998
168,8.83075
169,9.04504
170,9.25466
171,8.86869
172,8.96648
173,9.02419
174,9.49701
175,10.1771
176,9.82451
177,9.82451
178,10.6244
179,10.9768
180,10.4736
181,10.434
182,10.0661
183,10.0621
184,10.2832
185,10.1941
186,9.92438
187,9.34707
188,9.61111
