nof_samples,trace_0
1,0.00370984
2,0.00304404
3,0.00134797
4,0.0011964
5,0.00145056
6,0.00122852
7,0.0010023
8,0.00183345
9,0.00176837
10,0.00192306
11,0.00131172
12,0.00162567
13,0.00163454
14,0.00143258
15,0.00144778
16,0.00171631
17,0.00152708
18,0.0011234
19,0.00131626
20,0.00156803
21,0.00163437
22,0.00185142
23,0.0018532
24,0.00177143
25,0.00152282
26,0.00136909
27,0.00156714
28,0.00196988
29,0.0022514
30,0.00198025
31,0.00227512
32,0.0029141
33,0.00310446
34,0.00350233
35,0.00245978
36,0.00208738
37,0.00272415
38,0.0028792
39,0.00303592
40,0.00226138
41,0.00224123
42,0.00211903
43,0.00254259
44,0.00321476
45,0.00226334
46,0.00368694
47,0.00432015
48,0.00426189
49,0.00475714
50,0.00351674
51,0.00364435
52,0.0045968
53,0.00478751
54,0.00409978
55,0.00398145
56,0.00353536
57,0.00307271
58,0.00316348
59,0.00384946
60,0.00310812
61,0.00376174
62,0.00425176
63,0.00488802
64,0.00460868
65,0.00334919
66,0.00401326
67,0.00334272
68,0.00440747
69,0.00324725
70,0.00382283
71,0.00363251
72,0.00390373
73,0.0038494
74,0.00390671
75,0.00373853
76,0.00391703
77,0.00439516
78,0.00368428
79,0.00372992
80,0.00438013
81,0.00428213
82,0.00405637
83,0.00329272
84,0.00360183
85,0.00370071
86,0.0042524
87,0.00407542
88,0.00322533
89,0.0031525
90,0.0038882
91,0.0037353
92,0.00305669
93,0.00322409
94,0.00284726
95,0.00263081
96,0.00243245
97,0.00228766
98,0.00283594
99,0.00300477
100,0.00375305
101,0.00399609
102,0.00423685
103,0.00435071
104,0.00350434
105,0.00366746
106,0.00390977
107,0.00277819
108,0.00308333
109,0.0028881
110,0.00323246
111,0.00409771
112,0.00345105
113,0.0041919
114,0.00377236
115,0.00351712
116,0.00399891
117,0.00415723
118,0.00304659
119,0.00354164
120,0.00350677
121,0.00414363
122,0.00412723
123,0.00408221
124,0.00399082
125,0.00401227
126,0.00280495
127,0.00248014
128,0.00227806
129,0.00172743
130,0.00224151
131,0.00233059
132,0.00218626
133,0.00243266
134,0.00283679
135,0.00290433
136,0.00345783
137,0.00297551
138,0.00184611
139,0.00201249
140,0.00193841
141,0.00236758
142,0.00262417
143,0.00272273
144,0.00296918
145,0.00346791
146,0.00293475
147,0.00197609
148,0.00169487
149,0.00179493
150,0.0021803
151,0.00249489
152,0.00228426
153,0.00241896
154,0.00253635
155,0.00299901
156,0.00345139
157,0.00360736
158,0.00302884
159,0.00285426
160,0.00267988
161,0.00390383
162,0.00476955
163,0.00392235
164,0.0033091
165,0.00299896
166,0.00371029
167,0.0036858
168,0.00283129
169,0.00307635
170,0.00309264
171,0.00333509
172,0.00451204
173,0.00518037
174,0.00481475
175,0.00548396
176,0.00489161
177,0.00479129
178,0.00404693
179,0.00331845
180,0.00414562
181,0.00474524
182,0.00475782
183,0.00452631
184,0.00426285
185,0.00436664
186,0.00430638
187,0.00339248
188,0.00298068
189,0.00299803
190,0.00330541
191,0.00271287
192,0.00270549
193,0.00299744
194,0.00320631
195,0.00334313
196,0.00330546
197,0.00281997
198,0.00339541
199,0.00350341
200,0.00261531
201,0.00363913
202,0.0035102
203,0.00353387
204,0.0033342
205,0.00365758
206,0.00351126
207,0.0029357
208,0.00228577
209,0.00295646
