nof_samples,trace_0
1,-99.7834
2,-100.084
3,-99.9573
4,-100.06
5,-100.04
6,-100.015
7,-99.9721
8,-99.9936
9,-99.803
10,-99.8551
11,-99.7634
12,-99.735
13,-99.7343
14,-99.6315
15,-99.5749
16,-99.7393
17,-99.7143
18,-99.6616
19,-99.645
20,-99.6128
21,-99.751
22,-99.8482
23,-99.8611
24,-99.7806
25,-99.8897
26,-100.706
27,-99.9649
28,-99.7539
29,-99.9655
30,-99.9239
31,-99.9315
32,-99.9285
33,-99.926
34,-99.9225
35,-99.9432
36,-100.04
37,-100.042
38,-100.056
39,-99.999
40,-100.01
41,-100.019
42,-100.002
43,-100.006
44,-99.9161
45,-99.9719
46,-99.9897
47,-100.001
48,-99.9927
49,-100.005
50,-99.9512
51,-99.9476
52,-100.008
53,-100.001
54,-99.9906
55,-99.9935
56,-99.9559
57,-99.9968
58,-100.019
59,-99.8647
60,-99.7975
61,-99.902
62,-100.092
63,-99.8338
64,-99.7794
65,-99.9829
66,-99.9103
67,-100.115
68,-99.9406
69,-100.144
70,-100.197
71,-99.9448
72,-100.16
73,-100.004
74,-99.6707
75,-100.219
76,-100.239
77,-100.232
78,-100.242
79,-100.13
80,-100.208
81,-100.351
82,-100.418
83,-100.401
84,-100.415
85,-100.408
86,-100.371
87,-100.476
88,-100.381
89,-99.3833
90,-99.2661
91,-99.4658
92,-99.5236
93,-99.5054
94,-99.5632
95,-99.5751
96,-99.4507
97,-99.4914
98,-99.4666
99,-99.4937
100,-99.3845
101,-99.4046
102,-99.5179
103,-99.4725
104,-99.5158
105,-99.4312
106,-98.7736
107,-98.5033
108,-98.5155
109,-98.6099
110,-98.7548
111,-98.2504
112,-98.5586
113,-98.3432
114,-97.9489
115,-96.9125
116,-96.8046
117,-97.2906
118,-97.0961
119,-99.1136
120,-99.4394
121,-99.6528
122,-99.9731
123,-99.9745
124,-100.055
125,-100.074
126,-100.087
127,-100.061
128,-99.8661
129,-100.064
130,-99.018
131,-99.0048
132,-98.8927
133,-99.005
134,-99.1175
135,-98.872
136,-99.6937
137,-99.6993
138,-99.4947
139,-99.842
140,-100.015
141,-100
142,-99.9165
143,-99.6997
144,-99.4927
145,-99.5198
146,-99.3753
147,-99.6312
148,-99.4372
149,-99.4713
150,-99.3435
151,-99.8337
152,-99.7757
153,-99.7295
154,-99.7212
155,-99.8288
156,-99.7446
157,-99.7965
158,-99.7726
159,-99.818
160,-99.5028
161,-99.6315
162,-98.6231
163,-98.7655
164,-98.7616
165,-98.8328
166,-98.5964
167,-98.6229
168,-98.5448
169,-98.5805
170,-98.6555
171,-98.5539
172,-98.7406
173,-99.088
174,-99.0969
175,-100.157
176,-100.24
177,-100.259
178,-100.211
179,-100.211
180,-100.212
181,-100.196
182,-100.193
183,-100.199
184,-100.203
185,-100.208
186,-100.224
187,-100.226
188,-100.325
189,-100.342
190,-100.332
191,-100.235
192,-99.9742
193,-99.9517
194,-99.9621
195,-99.9842
196,-99.9285
197,-99.9188
198,-99.9186
199,-99.9179
200,-99.9144
201,-99.9076
202,-99.9065
203,-99.9194
204,-100.009
205,-100.011
206,-100.016
207,-100.357
208,-100.25
209,-100.264
210,-100.424
211,-100.378
212,-100.41
213,-100.367
214,-100.301
215,-100.332
216,-100.317
217,-100.263
218,-100.434
219,-100.467
220,-100.585
221,-100.53
222,-100.496
223,-100.633
224,-100.381
225,-100.292
226,-100.433
227,-100.52
228,-100.179
229,-100.387
230,-100.439
231,-100.461
232,-100.7
233,-100.597
234,-100.602
235,-100.609
236,-100.751
237,-100.769
238,-100.704
239,-100.861
240,-98.682
241,-98.8946
242,-98.3132
243,-98.7302
244,-98.4202
245,-98.2181
246,-98.5884
247,-98.7618
248,-98.9202
249,-98.5181
250,-97.7381
251,-98.3413
252,-98.4219
253,-99.3295
254,-99.2891
255,-99.5838
256,-99.3745
257,-99.6521
258,-99.5751
259,-99.6704
260,-99.4808
261,-99.716
262,-99.6639
263,-99.9151
264,-99.6204
265,-99.4484
266,-99.4891
267,-99.6794
268,-99.589
269,-99.6658
270,-99.6132
271,-99.7095
272,-99.6558
273,-99.7421
274,-99.7208
275,-99.8001
276,-99.7721
277,-99.7878
278,-99.7073
279,-99.6874
280,-99.6471
281,-99.6912
282,-99.7144
283,-99.7406
284,-99.7164
285,-99.7536
286,-99.7741
287,-99.7995
288,-99.7351
289,-100.059
290,-100.1
291,-100.067
292,-100.082
293,-100.043
294,-100.035
295,-100.116
296,-100.179
297,-100.156
298,-100.299
299,-100.191
300,-100.195
301,-100.266
302,-100.199
303,-100.252
304,-100.269
305,-100.223
306,-99.7052
307,-99.5846
308,-99.5666
309,-99.4862
310,-99.6017
311,-99.701
312,-99.6397
313,-99.5609
314,-99.5839
315,-99.5678
316,-99.5627
317,-99.6468
318,-99.7794
319,-99.608
320,-99.5026
321,-99.5597
322,-99.5728
323,-99.6069
324,-99.6287
325,-99.5633
326,-99.5351
327,-99.5301
328,-99.5601
329,-99.4974
330,-99.5106
331,-99.5053
332,-99.4801
333,-99.4841
334,-99.4757
335,-99.5148
336,-99.5494
337,-99.5304
338,-99.4643
339,-99.5064
340,-100.762
341,-100.622
342,-100.747
343,-100.797
344,-100.508
345,-100.487
346,-100.434
347,-101.377
348,-101.064
349,-101.036
350,-101.116
351,-101.301
352,-101.257
353,-101.173
354,-101.146
355,-101.026
356,-101.107
357,-99.4654
358,-99.5867
359,-99.5852
360,-99.559
361,-99.5649
362,-99.3719
363,-99.5953
364,-99.6538
365,-99.6236
366,-99.4522
367,-99.6096
368,-99.3081
369,-99.3382
370,-99.3553
371,-99.7179
372,-99.682
373,-100.483
374,-100.567
375,-100.875
376,-100.949
377,-100.993
378,-100.884
379,-100.885
380,-100.85
381,-100.771
382,-100.931
383,-101.145
384,-100.895
385,-101.018
386,-100.809
387,-101.024
388,-101.105
389,-98.8577
390,-99.3707
391,-99.627
392,-99.2654
393,-99.4431
394,-98.9779
395,-99.0792
396,-98.7368
397,-99.0433
398,-98.7946
399,-99.1163
400,-98.4991
401,-99.283
402,-99.2177
403,-99.4979
404,-99.5121
405,-100.859
406,-100.909
407,-100.894
408,-102.075
409,-101.908
410,-101.527
411,-101.229
412,-101.392
413,-101.057
414,-102.339
415,-102.003
416,-102.045
417,-102.334
418,-102.047
419,-100.477
420,-100.261
421,-100.423
422,-100.047
423,-100.01
424,-99.9441
425,-99.913
426,-100.112
427,-100.021
428,-100.004
429,-100.04
430,-100.028
431,-100.056
432,-100.078
433,-100.19
434,-100.129
435,-100.199
436,-101.177
437,-101.084
438,-101.278
439,-101.1
440,-101.233
441,-101.1
442,-100.658
443,-100.763
444,-100.703
445,-100.715
446,-101.008
447,-100.722
448,-100.673
449,-100.536
450,-100.709
451,-100.106
452,-100.107
453,-100.264
454,-100.301
455,-100.238
456,-100.245
457,-100.243
458,-100.354
459,-100.331
460,-100.265
461,-100.313
462,-100.298
463,-100.263
464,-100.183
465,-100.024
466,-99.9689
467,-99.4517
468,-99.9171
469,-99.8242
470,-99.89
471,-99.9072
472,-99.8682
473,-99.9202
474,-99.961
475,-99.9838
476,-99.9346
477,-99.9381
478,-99.9867
479,-99.9978
480,-99.9648
481,-99.8765
482,-99.6651
483,-99.7913
484,-99.7442
485,-100.033
486,-100.017
487,-99.9219
488,-99.8811
489,-99.9561
490,-100.085
491,-100.095
492,-100.225
493,-100.078
494,-100.072
495,-100.148
496,-100.19
497,-100.168
498,-100.18
499,-100.103
500,-100.094
501,-100.052
502,-100.114
503,-100.08
504,-100.022
505,-100.137
506,-100.142
507,-100.122
508,-100.085
509,-100.185
510,-100.064
511,-100.155
512,-100.882
513,-100.418
514,-100.34
515,-100.197
516,-100.357
517,-100.553
518,-100.534
519,-100.316
520,-100.429
521,-100.245
522,-100.38
523,-100.348
524,-100.377
525,-100.688
526,-100.467
527,-100.277
528,-99.3835
529,-99.4236
530,-99.4439
531,-99.4525
