nof_samples,trace_0
1,15.5462
2,20.4648
3,24.8426
4,27.8782
5,30.1952
6,32.0057
7,33.2102
8,33.8908
9,39.0577
10,41.3612
11,43.2611
12,44.3635
13,44.6615
14,45.2011
15,45.3795
16,45.5152
17,45.0365
18,45.0194
19,45.3879
20,45.4067
21,45.3984
22,45.3407
23,45.2742
24,45.0426
25,45.0709
26,43.5459
27,36.1604
28,32.7424
29,29.2166
30,26.8316
31,25.4792
32,24.5249
33,23.9238
34,23.2202
35,22.8556
36,22.2831
37,21.6317
38,21.5558
39,21.5473
40,21.1101
41,20.6646
42,20.6878
43,19.7875
44,18.8801
45,17.983
46,17.2486
47,16.5476
48,16.0702
49,15.5361
50,15.2479
51,14.8578
52,14.4467
53,14.1872
54,13.9831
55,13.6647
56,13.3827
57,13.1595
58,12.8157
59,9.10249
60,6.76189
61,5.00334
62,8.0504
63,5.98629
64,4.48667
65,7.62673
66,5.67828
67,8.46592
68,5.94648
69,4.19285
70,6.80715
71,4.8655
72,7.81909
73,5.31126
74,8.59112
75,10.1999
76,12.0975
77,13.983
78,15.5271
79,17.0773
80,17.9161
81,18.7583
82,19.6428
83,20.1224
84,20.7133
85,21.234
86,21.6372
87,21.9773
88,22.3542
89,19.8941
90,17.7008
91,15.8454
92,14.4514
93,13.2534
94,12.0951
95,11.1599
96,10.2788
97,9.49986
98,8.906
99,8.33879
100,7.82302
101,7.41561
102,6.9623
103,6.61041
104,6.21404
105,5.89565
106,5.33904
107,4.5432
108,3.81212
109,3.53674
110,3.12931
111,3.22748
112,3.14796
113,2.96136
114,2.68959
115,2.81212
116,2.94498
117,2.80074
118,2.82578
119,4.77388
120,8.13979
121,11.941
122,15.6104
123,19.5534
124,23.2607
125,26.6737
126,25.5528
127,28.1338
128,22.5843
129,25.9141
130,18.4768
131,12.7065
132,8.90705
133,6.18031
134,6.82362
135,5.13107
136,6.03503
137,6.82495
138,4.81826
139,5.43622
140,5.81352
141,6.12441
142,6.4191
143,4.94002
144,5.55399
145,5.77439
146,4.56419
147,5.76196
148,4.42883
149,5.65431
150,4.31638
151,5.49467
152,4.22715
153,5.68723
154,4.49098
155,5.87954
156,4.45281
157,5.72164
158,4.23425
159,5.62265
160,4.31654
161,5.54582
162,2.83882
163,2.06443
164,1.62599
165,1.22461
166,1.12073
167,0.99966
168,0.858756
169,0.845477
170,0.824647
171,0.87462
172,0.786704
173,0.653405
174,0.654514
175,1.82638
176,2.36393
177,2.96156
178,3.26772
179,3.2825
180,3.53172
181,3.44705
182,3.45921
183,3.41898
184,3.37217
185,3.41903
186,3.25572
187,3.35805
188,3.24535
189,3.13801
190,3.19229
191,3.42286
192,2.69676
193,2.55265
194,2.43683
195,2.27541
196,2.35601
197,2.15275
198,2.2931
199,2.27392
200,2.35845
201,2.14157
202,2.18631
203,2.05665
204,2.18011
205,2.15681
206,2.2955
207,2.27901
208,2.32483
209,2.29289
210,2.1602
211,2.12461
212,2.09136
213,2.17105
214,2.3738
215,2.09761
216,2.13445
217,2.08927
218,1.9844
219,2.09749
220,2.12792
221,2.06137
222,2.17679
223,3.0996
224,4.26264
225,8.13438
226,13.2855
227,17.8935
228,22.3172
229,25.8139
230,28.2869
231,29.9176
232,31.3083
233,32.0978
234,32.8077
235,33.0484
236,33.088
237,33.2387
238,32.9812
239,33.0204
240,22.042
241,14.5918
242,9.76453
243,5.73707
244,3.93059
245,3.66332
246,3.52666
247,3.63608
248,3.63551
249,3.64647
250,3.59516
251,3.62365
252,3.67048
253,3.76582
254,3.52907
255,3.53322
256,3.6339
257,5.49809
258,4.94816
259,5.7928
260,4.94993
261,4.86485
262,4.30486
263,8.66321
264,6.63166
265,5.18003
266,4.60784
267,6.01084
268,4.81816
269,4.85234
270,6.20148
271,5.13984
272,4.20386
273,5.46307
274,6.41511
275,7.31497
276,8.24977
277,9.10584
278,9.98609
279,10.908
280,11.7499
281,12.6019
282,13.3038
283,13.7501
284,14.4003
285,14.839
286,15.3482
287,15.5473
288,15.7929
289,13.6957
290,11.7381
291,10.0804
292,8.67697
293,7.48593
294,6.56785
295,5.78846
296,5.21546
297,4.81492
298,4.54607
299,4.62206
300,4.5474
301,4.70481
302,4.51608
303,4.64858
304,4.62309
305,4.51623
306,8.21737
307,6.64065
308,5.8294
309,5.17008
310,4.4754
311,8.97503
312,7.77324
313,6.7237
314,5.81057
315,5.1202
316,4.68403
317,4.40474
318,8.77031
319,7.59617
320,6.64912
321,5.85366
322,5.14376
323,4.59011
324,4.55229
325,4.50107
326,4.43944
327,4.46741
328,4.48879
329,4.37231
330,4.31286
331,4.31842
332,4.37147
333,4.31349
334,4.30949
335,4.2083
336,4.15928
337,4.23676
338,4.23724
339,4.20349
340,6.62181
341,10.9466
342,16.3229
343,21.7317
344,26.0617
345,29.3035
346,31.6521
347,33.2853
348,34.1971
349,35.0049
350,35.5874
351,35.8522
352,35.9857
353,36.2714
354,36.6111
355,36.6394
356,36.5447
357,27.0048
358,26.3752
359,26.9766
360,26.9915
361,27.6392
362,23.4169
363,24.7372
364,25.7774
365,26.8162
366,26.8337
367,27.4656
368,24.4526
369,25.2899
370,26.593
371,26.4733
372,27.09
373,26.0694
374,25.6111
375,25.2993
376,25.1554
377,25.2077
