x,p_0
-0.869395,1.31985e-11
-0.837131,1.86022e-11
-0.804866,2.61354e-11
-0.772602,3.6603e-11
-0.740337,5.11007e-11
-0.708073,7.11151e-11
-0.675809,9.86557e-11
-0.643544,1.36428e-10
-0.61128,1.88067e-10
-0.579015,2.58432e-10
-0.546751,3.54001e-10
-0.514486,4.83379e-10
-0.482222,6.57956e-10
-0.449957,8.92752e-10
-0.417693,1.20751e-09
-0.385428,1.62809e-09
-0.353164,2.18822e-09
-0.320899,2.93178e-09
-0.288635,3.91561e-09
-0.25637,5.21308e-09
-0.224106,6.91861e-09
-0.191842,9.15316e-09
-0.159577,1.20713e-08
-0.127313,1.58695e-08
-0.0950482,2.07972e-08
-0.0627837,2.71693e-08
-0.0305192,3.5382e-08
0.00174524,4.59323e-08
0.0340097,5.94413e-08
0.0662742,7.66818e-08
0.0985386,9.86121e-08
0.130803,1.26417e-07
0.163068,1.61553e-07
0.195332,2.05809e-07
0.227597,2.61368e-07
0.259861,3.30887e-07
0.292125,4.17589e-07
0.32439,5.25365e-07
0.356654,6.58898e-07
0.388919,8.23799e-07
0.421183,1.02677e-06
0.453448,1.27577e-06
0.485712,1.58024e-06
0.517977,1.95133e-06
0.550241,2.4021e-06
0.582506,2.94789e-06
0.61477,3.60656e-06
0.647035,4.39884e-06
0.679299,5.34872e-06
0.711563,6.48383e-06
0.743828,7.83586e-06
0.776092,9.441e-06
0.808357,1.13405e-05
0.840621,1.35809e-05
0.872886,1.62149e-05
0.90515,1.93017e-05
0.937415,2.29073e-05
0.969679,2.71054e-05
1.00194,3.19778e-05
1.03421,3.76146e-05
1.06647,4.4115e-05
1.09874,5.15875e-05
1.131,6.01505e-05
1.16327,6.99323e-05
1.19553,8.10713e-05
1.22779,9.37168e-05
1.26006,0.000108028
1.29232,0.000124175
1.32459,0.000142339
1.35685,0.000162708
1.38912,0.000185485
1.42138,0.000210878
1.45365,0.000239106
1.48591,0.000270396
1.51818,0.00030498
1.55044,0.000343102
1.5827,0.000385006
1.61497,0.000430946
1.64723,0.000481178
1.6795,0.000535962
1.71176,0.000595559
1.74403,0.000660237
1.77629,0.000730259
1.80856,0.000805894
1.84082,0.00088741
1.87308,0.000975075
1.90535,0.00106916
1.93761,0.00116993
1.96988,0.00127765
2.00214,0.00139261
2.03441,0.00151507
2.06667,0.00164532
2.09894,0.00178362
2.1312,0.00193028
2.16346,0.00208558
2.19573,0.00224983
2.22799,0.00242334
2.26026,0.00260643
2.29252,0.00279945
2.32479,0.00300273
2.35705,0.00321665
2.38932,0.0034416
2.42158,0.00367797
2.45384,0.00392619
2.48611,0.00418669
2.51837,0.00445995
2.55064,0.00474645
2.5829,0.00504669
2.61517,0.0053612
2.64743,0.00569053
2.6797,0.00603524
2.71196,0.00639594
2.74422,0.00677322
2.77649,0.0071677
2.80875,0.00758002
2.84102,0.00801082
2.87328,0.00846077
2.90555,0.0089305
2.93781,0.00942068
2.97008,0.00993196
3.00234,0.010465
3.03461,0.0110203
3.06687,0.0115986
3.09913,0.0122003
3.1314,0.012826
3.16366,0.0134761
3.19593,0.0141511
3.22819,0.0148511
3.26046,0.0155765
3.29272,0.0163273
3.32499,0.0171036
3.35725,0.0179052
3.38951,0.0187318
3.42178,0.0195832
3.45404,0.0204588
3.48631,0.0213578
3.51857,0.0222795
3.55084,0.0232227
3.5831,0.0241864
3.61537,0.0251692
3.64763,0.0261696
3.67989,0.027186
3.71216,0.0282167
3.74442,0.0292596
3.77669,0.0303129
3.80895,0.0313746
3.84122,0.0324424
3.87348,0.0335143
3.90575,0.0345881
3.93801,0.0356617
3.97027,0.036733
4.00254,0.0378002
4.0348,0.0388612
4.06707,0.0399145
4.09933,0.0409584
4.1316,0.0419918
4.16386,0.0430133
4.19613,0.0440222
4.22839,0.0450177
4.26065,0.0459995
4.29292,0.0469675
4.32518,0.0479217
4.35745,0.0488625
4.38971,0.0497906
4.42198,0.0507067
4.45424,0.0516119
4.48651,0.0525072
4.51877,0.0533942
4.55103,0.0542742
4.5833,0.0551488
4.61556,0.0560194
4.64783,0.0568878
4.68009,0.0577554
4.71236,0.0586236
4.74462,0.059494
4.77689,0.0603677
4.80915,0.0612458
4.84142,0.0621292
4.87368,0.0630186
4.90594,0.0639144
4.93821,0.0648169
4.97047,0.0657261
5.00274,0.0666417
5.035,0.0675632
5.06727,0.0684899
5.09953,0.0694209
5.1318,0.0703548
5.16406,0.0712905
5.19632,0.0722264
5.22859,0.0731608
5.26085,0.074092
5.29312,0.0750181
5.32538,0.0759372
5.35765,0.0768473
5.38991,0.0777466
5.42218,0.0786331
5.45444,0.0795049
5.4867,0.0803603
5.51897,0.0811977
5.55123,0.0820153
5.5835,0.0828119
5.61576,0.0835861
5.64803,0.0843368
5.68029,0.085063
5.71256,0.0857641
5.74482,0.0864393
5.77708,0.0870883
5.80935,0.0877109
5.84161,0.088307
5.87388,0.0888767
5.90614,0.0894204
5.93841,0.0899384
5.97067,0.0904315
6.00294,0.0909005
6.0352,0.0913462
6.06746,0.0917698
6.09973,0.0921726
6.13199,0.092556
6.16426,0.0929214
6.19652,0.0932705
6.22879,0.093605
6.26105,0.0939269
6.29332,0.094238
6.32558,0.0945405
6.35784,0.0948366
6.39011,0.0951283
6.42237,0.095418
6.45464,0.095708
6.4869,0.0960007
6.51917,0.0962982
6.55143,0.0966031
6.5837,0.0969174
6.61596,0.0972435
6.64823,0.0975835
6.68049,0.0979392
6.71275,0.0983125
6.74502,0.0987052
6.77728,0.0991186
6.80955,0.099554
6.84181,0.100012
6.87408,0.100494
6.90634,0.101
6.93861,0.10153
6.97087,0.102084
7.00313,0.10266
7.0354,0.103259
7.06766,0.103879
7.09993,0.104518
7.13219,0.105174
7.16446,0.105845
7.19672,0.106528
7.22899,0.10722
7.26125,0.107918
7.29351,0.108619
7.32578,0.109319
7.35804,0.110014
7.39031,0.110701
7.42257,0.111376
7.45484,0.112034
7.4871,0.112673
7.51937,0.113288
7.55163,0.113876
7.58389,0.114433
7.61616,0.114957
7.64842,0.115444
7.68069,0.115893
7.71295,0.116301
7.74522,0.116665
7.77748,0.116986
7.80975,0.117261
7.84201,0.117491
7.87427,0.117675
7.90654,0.117813
7.9388,0.117907
7.97107,0.117957
8.00333,0.117964
8.0356,0.117932
8.06786,0.117861
8.10013,0.117755
8.13239,0.117616
8.16466,0.117447
8.19692,0.117252
8.22918,0.117033
8.26145,0.116793
8.29371,0.116537
8.32598,0.116267
8.35824,0.115987
8.39051,0.115699
8.42277,0.115407
8.45504,0.115113
8.4873,0.114819
8.51956,0.114528
8.55183,0.114242
8.58409,0.113961
8.61636,0.113688
8.64862,0.113423
8.68089,0.113166
8.71315,0.112917
8.74542,0.112676
8.77768,0.112443
8.80994,0.112216
8.84221,0.111994
8.87447,0.111776
8.90674,0.11156
8.939,0.111343
8.97127,0.111124
9.00353,0.110901
9.0358,0.11067
9.06806,0.110431
9.10032,0.110179
9.13259,0.109914
9.16485,0.109632
9.19712,0.109333
9.22938,0.109013
9.26165,0.108672
9.29391,0.108309
9.32618,0.107921
9.35844,0.107509
9.3907,0.107073
9.42297,0.106611
9.45523,0.106125
9.4875,0.105615
9.51976,0.105083
9.55203,0.10453
9.58429,0.103956
9.61656,0.103366
9.64882,0.10276
9.68108,0.102141
9.71335,0.101513
9.74561,0.100877
9.77788,0.100237
9.81014,0.0995959
9.84241,0.0989568
9.87467,0.0983227
9.90694,0.0976965
9.9392,0.0970809
9.97147,0.0964787
