x,p_0
-0.0442631,1.91839e-07
-0.0442534,1.9243e-07
-0.0442436,1.93022e-07
-0.0442338,1.93616e-07
-0.0442241,1.94211e-07
-0.0442143,1.94809e-07
-0.0442046,1.95408e-07
-0.0441948,1.96009e-07
-0.044185,1.96611e-07
-0.0441753,1.97216e-07
-0.0441655,1.97822e-07
-0.0441558,1.9843e-07
-0.044146,1.9904e-07
-0.0441362,1.99652e-07
-0.0441265,2.00265e-07
-0.0441167,2.0088e-07
-0.044107,2.01498e-07
-0.0440972,2.02117e-07
-0.0440874,2.02737e-07
-0.0440777,2.0336e-07
-0.0440679,2.03985e-07
-0.0440582,2.04611e-07
-0.0440484,2.05239e-07
-0.0440386,2.05869e-07
-0.0440289,2.06501e-07
-0.0440191,2.07135e-07
-0.0440093,2.07771e-07
-0.0439996,2.08408e-07
-0.0439898,2.09048e-07
-0.0439801,2.09689e-07
-0.0439703,2.10333e-07
-0.0439605,2.10978e-07
-0.0439508,2.11625e-07
-0.043941,2.12274e-07
-0.0439313,2.12925e-07
-0.0439215,2.13578e-07
-0.0439117,2.14232e-07
-0.043902,2.14889e-07
-0.0438922,2.15548e-07
-0.0438825,2.16208e-07
-0.0438727,2.16871e-07
-0.0438629,2.17536e-07
-0.0438532,2.18202e-07
-0.0438434,2.18871e-07
-0.0438337,2.19541e-07
-0.0438239,2.20213e-07
-0.0438141,2.20888e-07
-0.0438044,2.21564e-07
-0.0437946,2.22243e-07
-0.0437848,2.22923e-07
-0.0437751,2.23606e-07
-0.0437653,2.2429e-07
-0.0437556,2.24977e-07
-0.0437458,2.25665e-07
-0.043736,2.26356e-07
-0.0437263,2.27048e-07
-0.0437165,2.27743e-07
-0.0437068,2.2844e-07
-0.043697,2.29138e-07
-0.0436872,2.29839e-07
-0.0436775,2.30542e-07
-0.0436677,2.31247e-07
-0.043658,2.31954e-07
-0.0436482,2.32663e-07
-0.0436384,2.33375e-07
-0.0436287,2.34088e-07
-0.0436189,2.34803e-07
-0.0436091,2.35521e-07
-0.0435994,2.36241e-07
-0.0435896,2.36962e-07
-0.0435799,2.37686e-07
-0.0435701,2.38412e-07
-0.0435603,2.39141e-07
-0.0435506,2.39871e-07
-0.0435408,2.40603e-07
-0.0435311,2.41338e-07
-0.0435213,2.42075e-07
-0.0435115,2.42814e-07
-0.0435018,2.43555e-07
-0.043492,2.44298e-07
-0.0434823,2.45044e-07
-0.0434725,2.45792e-07
-0.0434627,2.46542e-07
-0.043453,2.47294e-07
-0.0434432,2.48048e-07
-0.0434335,2.48805e-07
-0.0434237,2.49564e-07
-0.0434139,2.50325e-07
-0.0434042,2.51088e-07
-0.0433944,2.51854e-07
-0.0433846,2.52621e-07
-0.0433749,2.53392e-07
-0.0433651,2.54164e-07
-0.0433554,2.54939e-07
-0.0433456,2.55715e-07
-0.0433358,2.56495e-07
-0.0433261,2.57276e-07
-0.0433163,2.5806e-07
-0.0433066,2.58846e-07
-0.0432968,2.59634e-07
-0.043287,2.60425e-07
-0.0432773,2.61218e-07
-0.0432675,2.62013e-07
-0.0432578,2.62811e-07
-0.043248,2.63611e-07
-0.0432382,2.64414e-07
-0.0432285,2.65218e-07
-0.0432187,2.66026e-07
-0.043209,2.66835e-07
-0.0431992,2.67647e-07
-0.0431894,2.68461e-07
-0.0431797,2.69278e-07
-0.0431699,2.70097e-07
-0.0431601,2.70918e-07
-0.0431504,2.71742e-07
-0.0431406,2.72568e-07
-0.0431309,2.73397e-07
-0.0431211,2.74228e-07
-0.0431113,2.75062e-07
-0.0431016,2.75897e-07
-0.0430918,2.76736e-07
-0.0430821,2.77577e-07
-0.0430723,2.78421e-07
-0.0430625,2.79266e-07
-0.0430528,2.80115e-07
