x,p_0
-11.4907,6.34011e-09
-11.4899,6.35221e-09
-11.4891,6.36433e-09
-11.4884,6.37648e-09
-11.4876,6.38865e-09
-11.4868,6.40084e-09
-11.486,6.41306e-09
-11.4852,6.42529e-09
-11.4844,6.43755e-09
-11.4836,6.44983e-09
-11.4828,6.46214e-09
-11.482,6.47446e-09
-11.4812,6.48681e-09
-11.4804,6.49918e-09
-11.4796,6.51158e-09
-11.4789,6.524e-09
-11.4781,6.53644e-09
-11.4773,6.5489e-09
-11.4765,6.56139e-09
-11.4757,6.5739e-09
-11.4749,6.58643e-09
-11.4741,6.59898e-09
-11.4733,6.61156e-09
-11.4725,6.62417e-09
-11.4717,6.63679e-09
-11.4709,6.64944e-09
-11.4702,6.66211e-09
-11.4694,6.67481e-09
-11.4686,6.68752e-09
-11.4678,6.70027e-09
-11.467,6.71303e-09
-11.4662,6.72582e-09
-11.4654,6.73863e-09
-11.4646,6.75147e-09
-11.4638,6.76433e-09
-11.463,6.77721e-09
-11.4622,6.79012e-09
-11.4615,6.80304e-09
-11.4607,6.816e-09
-11.4599,6.82898e-09
-11.4591,6.84198e-09
-11.4583,6.855e-09
-11.4575,6.86805e-09
-11.4567,6.88113e-09
-11.4559,6.89423e-09
-11.4551,6.90735e-09
-11.4543,6.92049e-09
-11.4535,6.93366e-09
-11.4527,6.94686e-09
-11.452,6.96007e-09
-11.4512,6.97332e-09
-11.4504,6.98658e-09
-11.4496,6.99988e-09
-11.4488,7.01319e-09
-11.448,7.02653e-09
-11.4472,7.0399e-09
-11.4464,7.05329e-09
-11.4456,7.0667e-09
-11.4448,7.08014e-09
-11.444,7.0936e-09
-11.4433,7.10709e-09
-11.4425,7.1206e-09
-11.4417,7.13414e-09
-11.4409,7.1477e-09
-11.4401,7.16129e-09
-11.4393,7.1749e-09
-11.4385,7.18854e-09
-11.4377,7.2022e-09
-11.4369,7.21589e-09
-11.4361,7.2296e-09
-11.4353,7.24334e-09
-11.4345,7.2571e-09
-11.4338,7.27089e-09
-11.433,7.2847e-09
-11.4322,7.29854e-09
-11.4314,7.3124e-09
-11.4306,7.32629e-09
-11.4298,7.34021e-09
-11.429,7.35415e-09
-11.4282,7.36811e-09
-11.4274,7.3821e-09
-11.4266,7.39612e-09
-11.4258,7.41016e-09
-11.4251,7.42423e-09
-11.4243,7.43832e-09
-11.4235,7.45245e-09
-11.4227,7.46659e-09
-11.4219,7.48076e-09
-11.4211,7.49496e-09
-11.4203,7.50919e-09
-11.4195,7.52343e-09
-11.4187,7.53771e-09
-11.4179,7.55201e-09
-11.4171,7.56634e-09
-11.4163,7.5807e-09
-11.4156,7.59508e-09
-11.4148,7.60948e-09
-11.414,7.62392e-09
-11.4132,7.63838e-09
-11.4124,7.65286e-09
-11.4116,7.66738e-09
-11.4108,7.68192e-09
-11.41,7.69648e-09
-11.4092,7.71107e-09
-11.4084,7.7257e-09
-11.4076,7.74034e-09
-11.4069,7.75501e-09
-11.4061,7.76971e-09
-11.4053,7.78444e-09
-11.4045,7.79919e-09
-11.4037,7.81398e-09
-11.4029,7.82878e-09
-11.4021,7.84362e-09
-11.4013,7.85848e-09
-11.4005,7.87337e-09
-11.3997,7.88829e-09
-11.3989,7.90323e-09
-11.3981,7.9182e-09
-11.3974,7.9332e-09
-11.3966,7.94822e-09
-11.3958,7.96328e-09
-11.395,7.97836e-09
-11.3942,7.99347e-09
-11.3934,8.0086e-09
-11.3926,8.02377e-09
-11.3918,8.03896e-09
-11.391,8.05418e-09
-11.3902,8.06942e-09
-11.3894,8.0847e-09
-11.3887,8.1e-09
-11.3879,8.11533e-09
-11.3871,8.13069e-09
-11.3863,8.14608e-09
-11.3855,8.16149e-09
-11.3847,8.17693e-09
-11.3839,8.1924e-09
-11.3831,8.2079e-09
-11.3823,8.22343e-09
-11.3815,8.23899e-09
-11.3807,8.25457e-09
-11.3799,8.27019e-09
-11.3792,8.28583e-09
-11.3784,8.3015e-09
-11.3776,8.3172e-09
-11.3768,8.33292e-09
-11.376,8.34868e-09
-11.3752,8.36446e-09
-11.3744,8.38028e-09
-11.3736,8.39612e-09
-11.3728,8.41199e-09
-11.372,8.42789e-09
-11.3712,8.44382e-09
-11.3705,8.45978e-09
-11.3697,8.47576e-09
-11.3689,8.49178e-09
-11.3681,8.50782e-09
-11.3673,8.5239e-09
-11.3665,8.54e-09
-11.3657,8.55614e-09
-11.3649,8.5723e-09
-11.3641,8.58849e-09
-11.3633,8.60471e-09
-11.3625,8.62097e-09
-11.3617,8.63725e-09
-11.361,8.65356e-09
-11.3602,8.6699e-09
-11.3594,8.68627e-09
